Node,OccCentrality,Deg_L0,Rel_L0,ExRel_L0,Deg_L1,Rel_L1,ExRel_L1,Deg_L2,Rel_L2,ExRel_L2,Deg_L3,Rel_L3,ExRel_L3,Deg_L4,Rel_L4,ExRel_L4,Deg_L5,Rel_L5,ExRel_L5,Deg_L6,Rel_L6,ExRel_L6,Deg_L7,Rel_L7,ExRel_L7,Deg_L8,Rel_L8,ExRel_L8,Deg_L9,Rel_L9,ExRel_L9,Deg_L10,Rel_L10,ExRel_L10,Deg_L11,Rel_L11,ExRel_L11,Deg_L12,Rel_L12,ExRel_L12,Deg_L13,Rel_L13,ExRel_L13,Deg_L14,Rel_L14,ExRel_L14,Deg_L15,Rel_L15,ExRel_L15,Deg_L16,Rel_L16,ExRel_L16,Deg_L17,Rel_L17,ExRel_L17,Deg_L18,Rel_L18,ExRel_L18,Deg_L19,Rel_L19,ExRel_L19,Deg_L20,Rel_L20,ExRel_L20,Deg_L21,Rel_L21,ExRel_L21,Deg_L22,Rel_L22,ExRel_L22,Deg_L23,Rel_L23,ExRel_L23,Deg_L24,Rel_L24,ExRel_L24,Deg_L25,Rel_L25,ExRel_L25,Deg_L26,Rel_L26,ExRel_L26,Deg_L27,Rel_L27,ExRel_L27,Deg_L28,Rel_L28,ExRel_L28,Deg_L29,Rel_L29,ExRel_L29,Deg_L30,Rel_L30,ExRel_L30,Deg_L31,Rel_L31,ExRel_L31,Deg_L32,Rel_L32,ExRel_L32,Deg_L33,Rel_L33,ExRel_L33,Deg_L34,Rel_L34,ExRel_L34,Deg_L35,Rel_L35,ExRel_L35,Deg_L36,Rel_L36,ExRel_L36,Deg_L37,Rel_L37,ExRel_L37,Deg_L38,Rel_L38,ExRel_L38,Deg_L39,Rel_L39,ExRel_L39,Deg_L40,Rel_L40,ExRel_L40,Deg_L41,Rel_L41,ExRel_L41,Deg_L42,Rel_L42,ExRel_L42
54,0.009535,1,0.018182,0.000000,1,0.018182,0.000000,1,0.018182,0.018182,2,0.036364,0.000000,3,0.054545,0.018182,3,0.054545,0.018182,3,0.054545,0.018182,4,0.072727,0.000000,1,0.018182,0.018182,8,0.145455,0.000000,4,0.072727,0.000000,8,0.145455,0.000000,10,0.181818,0.018182,1,0.018182,0.000000,7,0.127273,0.018182,0,0.000000,0.000000,3,0.054545,0.054545,1,0.018182,0.000000,7,0.127273,0.018182,1,0.018182,0.000000,14,0.254545,0.127273,0,0.000000,0.000000,4,0.072727,0.000000,0,0.000000,0.000000,3,0.054545,0.000000,0,0.000000,0.000000,9,0.163636,0.000000,3,0.054545,0.018182,7,0.127273,0.018182,6,0.109091,0.018182,6,0.109091,0.018182,2,0.036364,0.000000,1,0.018182,0.000000,3,0.054545,0.000000,3,0.054545,0.000000,1,0.018182,0.000000,2,0.036364,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
55,0.004110,1,0.055556,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.166667,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,3,0.166667,0.000000,2,0.111111,0.055556,3,0.166667,0.000000,1,0.055556,0.000000,4,0.222222,0.000000,2,0.111111,0.000000,0,0.000000,0.000000,2,0.111111,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,2,0.111111,0.000000,4,0.222222,0.111111,0,0.000000,0.000000,4,0.222222,0.111111,1,0.055556,0.000000,2,0.111111,0.055556,1,0.055556,0.000000,5,0.277778,0.055556,0,0.000000,0.000000,3,0.166667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,1,0.055556,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
56,0.006180,1,0.027778,0.027778,3,0.083333,0.027778,0,0.000000,0.000000,3,0.083333,0.027778,4,0.111111,0.055556,0,0.000000,0.000000,1,0.027778,0.027778,5,0.138889,0.027778,0,0.000000,0.000000,4,0.111111,0.000000,2,0.055556,0.000000,4,0.111111,0.027778,5,0.138889,0.027778,2,0.055556,0.055556,3,0.083333,0.000000,4,0.111111,0.000000,3,0.083333,0.055556,1,0.027778,0.000000,4,0.111111,0.027778,0,0.000000,0.000000,1,0.027778,0.000000,4,0.111111,0.000000,6,0.166667,0.027778,0,0.000000,0.000000,3,0.083333,0.000000,1,0.027778,0.000000,6,0.166667,0.000000,2,0.055556,0.000000,1,0.027778,0.000000,1,0.027778,0.000000,0,0.000000,0.000000,1,0.027778,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.083333,0.027778,2,0.055556,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
57,0.003315,0,0.000000,0.000000,0,0.000000,0.000000,3,0.150000,0.050000,2,0.100000,0.000000,2,0.100000,0.000000,0,0.000000,0.000000,1,0.050000,0.000000,2,0.100000,0.000000,1,0.050000,0.050000,2,0.100000,0.000000,0,0.000000,0.000000,2,0.100000,0.000000,5,0.250000,0.150000,0,0.000000,0.000000,1,0.050000,0.000000,2,0.100000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.100000,0.000000,1,0.050000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.100000,0.050000,0,0.000000,0.000000,1,0.050000,0.050000,1,0.050000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,5,0.250000,0.150000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.050000,0.000000,2,0.100000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
58,0.004770,0,0.000000,0.000000,3,0.111111,0.037037,2,0.074074,0.037037,1,0.037037,0.000000,2,0.074074,0.000000,2,0.074074,0.000000,0,0.000000,0.000000,2,0.074074,0.000000,0,0.000000,0.000000,3,0.111111,0.111111,3,0.111111,0.000000,1,0.037037,0.000000,3,0.111111,0.037037,1,0.037037,0.000000,2,0.074074,0.037037,1,0.037037,0.000000,0,0.000000,0.000000,1,0.037037,0.000000,4,0.148148,0.037037,0,0.000000,0.000000,5,0.185185,0.074074,2,0.074074,0.000000,1,0.037037,0.000000,1,0.037037,0.000000,3,0.111111,0.000000,0,0.000000,0.000000,4,0.148148,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.074074,0.000000,0,0.000000,0.000000,2,0.074074,0.000000,1,0.037037,0.000000,0,0.000000,0.000000,2,0.074074,0.037037,0,0.000000,0.000000,1,0.037037,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
59,0.009020,0,0.000000,0.000000,1,0.023256,0.023256,1,0.023256,0.023256,4,0.093023,0.000000,3,0.069767,0.023256,3,0.069767,0.023256,0,0.000000,0.000000,5,0.116279,0.023256,0,0.000000,0.000000,2,0.046512,0.000000,0,0.000000,0.000000,7,0.162791,0.000000,6,0.139535,0.069767,3,0.069767,0.000000,5,0.116279,0.023256,1,0.023256,0.023256,3,0.069767,0.000000,3,0.069767,0.000000,12,0.279070,0.093023,0,0.000000,0.000000,2,0.046512,0.023256,1,0.023256,0.000000,6,0.139535,0.046512,5,0.116279,0.000000,9,0.209302,0.046512,0,0.000000,0.000000,6,0.139535,0.000000,2,0.046512,0.000000,3,0.069767,0.000000,4,0.093023,0.000000,0,0.000000,0.000000,2,0.046512,0.000000,0,0.000000,0.000000,4,0.093023,0.000000,6,0.139535,0.023256,2,0.046512,0.000000,4,0.093023,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
60,0.005180,0,0.000000,0.000000,1,0.035714,0.035714,2,0.071429,0.000000,3,0.107143,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,2,0.071429,0.035714,5,0.178571,0.000000,1,0.035714,0.035714,6,0.214286,0.000000,0,0.000000,0.000000,7,0.250000,0.035714,1,0.035714,0.000000,5,0.178571,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.071429,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,2,0.071429,0.035714,0,0.000000,0.000000,3,0.107143,0.035714,1,0.035714,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,5,0.178571,0.000000,0,0.000000,0.000000,4,0.142857,0.107143,3,0.107143,0.000000,2,0.071429,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,3,0.107143,0.000000,1,0.035714,0.000000,1,0.035714,0.000000,2,0.071429,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
61,0.003250,0,0.000000,0.000000,1,0.058824,0.058824,1,0.058824,0.000000,0,0.000000,0.000000,2,0.117647,0.000000,2,0.117647,0.000000,0,0.000000,0.000000,2,0.117647,0.000000,2,0.117647,0.000000,2,0.117647,0.000000,5,0.294118,0.117647,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.176471,0.176471,1,0.058824,0.000000,1,0.058824,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,6,0.352941,0.058824,1,0.058824,0.000000,1,0.058824,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,4,0.235294,0.000000,3,0.176471,0.000000,1,0.058824,0.000000,3,0.176471,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
62,0.005625,0,0.000000,0.000000,1,0.029412,0.029412,1,0.029412,0.000000,2,0.058824,0.000000,2,0.058824,0.000000,0,0.000000,0.000000,1,0.029412,0.029412,5,0.147059,0.000000,0,0.000000,0.000000,5,0.147059,0.000000,0,0.000000,0.000000,5,0.147059,0.000000,6,0.176471,0.058824,2,0.058824,0.000000,4,0.117647,0.000000,1,0.029412,0.000000,1,0.029412,0.000000,3,0.088235,0.000000,3,0.088235,0.000000,1,0.029412,0.000000,2,0.058824,0.029412,1,0.029412,0.000000,5,0.147059,0.058824,1,0.029412,0.000000,4,0.117647,0.088235,0,0.000000,0.000000,1,0.029412,0.000000,0,0.000000,0.000000,4,0.117647,0.029412,1,0.029412,0.029412,0,0.000000,0.000000,2,0.058824,0.000000,4,0.117647,0.058824,1,0.029412,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.029412,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.029412,0.000000
63,0.004465,1,0.033333,0.000000,1,0.033333,0.000000,1,0.033333,0.033333,2,0.066667,0.000000,2,0.066667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.066667,0.000000,0,0.000000,0.000000,2,0.066667,0.033333,3,0.100000,0.033333,4,0.133333,0.000000,2,0.066667,0.066667,1,0.033333,0.000000,11,0.366667,0.133333,1,0.033333,0.033333,1,0.033333,0.000000,0,0.000000,0.000000,1,0.033333,0.000000,0,0.000000,0.000000,3,0.100000,0.000000,0,0.000000,0.000000,1,0.033333,0.000000,0,0.000000,0.000000,1,0.033333,0.000000,0,0.000000,0.000000,3,0.100000,0.100000,1,0.033333,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.033333,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.066667,0.033333,1,0.033333,0.033333,0,0.000000,0.000000,0,0.000000,0.000000,1,0.033333,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
64,0.002075,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.071429,0.071429,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.071429,0.000000,3,0.214286,0.071429,1,0.071429,0.071429,3,0.214286,0.071429,1,0.071429,0.000000,1,0.071429,0.000000,2,0.142857,0.071429,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.071429,0.071429,0,0.000000,0.000000,4,0.285714,0.214286,0,0.000000,0.000000,1,0.071429,0.071429,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.071429,0.000000
65,0.004825,0,0.000000,0.000000,1,0.040000,0.040000,2,0.080000,0.040000,1,0.040000,0.000000,2,0.080000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.080000,0.000000,2,0.080000,0.040000,6,0.240000,0.120000,2,0.080000,0.000000,6,0.240000,0.000000,1,0.040000,0.000000,0,0.000000,0.000000,4,0.160000,0.000000,0,0.000000,0.000000,1,0.040000,0.000000,2,0.080000,0.000000,1,0.040000,0.000000,0,0.000000,0.000000,2,0.080000,0.000000,1,0.040000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.120000,0.080000,0,0.000000,0.000000,2,0.080000,0.000000,3,0.120000,0.000000,0,0.000000,0.000000,2,0.080000,0.040000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.120000,0.040000,0,0.000000,0.000000,3,0.120000,0.080000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
66,0.004255,1,0.043478,0.043478,3,0.130435,0.043478,2,0.086957,0.043478,1,0.043478,0.000000,3,0.130435,0.000000,2,0.086957,0.000000,1,0.043478,0.043478,5,0.217391,0.000000,0,0.000000,0.000000,3,0.130435,0.000000,1,0.043478,0.000000,8,0.347826,0.000000,2,0.086957,0.043478,0,0.000000,0.000000,6,0.260870,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,2,0.086957,0.000000,3,0.130435,0.000000,0,0.000000,0.000000,1,0.043478,0.043478,0,0.000000,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,3,0.130435,0.043478,0,0.000000,0.000000,2,0.086957,0.043478,0,0.000000,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
67,0.005685,0,0.000000,0.000000,1,0.034483,0.034483,1,0.034483,0.034483,0,0.000000,0.000000,3,0.103448,0.000000,4,0.137931,0.034483,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.103448,0.000000,3,0.103448,0.000000,6,0.206897,0.000000,5,0.172414,0.068966,0,0.000000,0.000000,4,0.137931,0.034483,4,0.137931,0.000000,1,0.034483,0.034483,0,0.000000,0.000000,3,0.103448,0.000000,0,0.000000,0.000000,1,0.034483,0.000000,5,0.172414,0.000000,5,0.172414,0.068966,1,0.034483,0.000000,3,0.103448,0.034483,0,0.000000,0.000000,8,0.275862,0.000000,2,0.068966,0.000000,3,0.103448,0.000000,5,0.172414,0.034483,0,0.000000,0.000000,1,0.034483,0.000000,1,0.034483,0.034483,0,0.000000,0.000000,2,0.068966,0.000000,0,0.000000,0.000000,1,0.034483,0.034483,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
68,0.005005,1,0.038462,0.038462,2,0.076923,0.038462,0,0.000000,0.000000,1,0.038462,0.000000,2,0.076923,0.038462,2,0.076923,0.038462,2,0.076923,0.038462,0,0.000000,0.000000,0,0.000000,0.000000,8,0.307692,0.115385,1,0.038462,0.038462,6,0.230769,0.000000,3,0.115385,0.000000,1,0.038462,0.000000,1,0.038462,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.076923,0.000000,5,0.192308,0.076923,1,0.038462,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.076923,0.000000,2,0.076923,0.000000,2,0.076923,0.038462,1,0.038462,0.000000,4,0.153846,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.076923,0.038462,2,0.076923,0.000000,1,0.038462,0.000000,0,0.000000,0.000000,2,0.076923,0.000000,2,0.076923,0.038462,1,0.038462,0.000000,1,0.038462,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
69,0.003065,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,1,0.041667,0.041667,3,0.125000,0.000000,1,0.041667,0.000000,1,0.041667,0.041667,2,0.083333,0.000000,0,0.000000,0.000000,4,0.166667,0.083333,3,0.125000,0.041667,2,0.083333,0.000000,1,0.041667,0.000000,0,0.000000,0.000000,4,0.166667,0.083333,1,0.041667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.083333,0.083333,1,0.041667,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,1,0.041667,0.000000,0,0.000000,0.000000,5,0.208333,0.083333,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.083333,0.083333,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.041667,0.041667,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
70,0.005510,1,0.032258,0.000000,1,0.032258,0.000000,1,0.032258,0.032258,1,0.032258,0.032258,3,0.096774,0.000000,3,0.096774,0.000000,1,0.032258,0.032258,5,0.161290,0.000000,1,0.032258,0.032258,7,0.225806,0.000000,2,0.064516,0.000000,3,0.096774,0.000000,6,0.193548,0.064516,0,0.000000,0.000000,3,0.096774,0.000000,1,0.032258,0.000000,4,0.129032,0.000000,2,0.064516,0.000000,2,0.064516,0.000000,0,0.000000,0.000000,4,0.129032,0.000000,0,0.000000,0.000000,2,0.064516,0.000000,0,0.000000,0.000000,1,0.032258,0.000000,0,0.000000,0.000000,3,0.096774,0.000000,1,0.032258,0.000000,0,0.000000,0.000000,4,0.129032,0.064516,0,0.000000,0.000000,1,0.032258,0.000000,1,0.032258,0.000000,1,0.032258,0.000000,2,0.064516,0.032258,2,0.064516,0.032258,1,0.032258,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
71,0.004010,1,0.043478,0.043478,3,0.130435,0.086957,0,0.000000,0.000000,1,0.043478,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,2,0.086957,0.043478,0,0.000000,0.000000,1,0.043478,0.000000,7,0.304348,0.130435,1,0.043478,0.043478,2,0.086957,0.043478,0,0.000000,0.000000,0,0.000000,0.000000,2,0.086957,0.000000,1,0.043478,0.000000,1,0.043478,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,2,0.086957,0.043478,1,0.043478,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,1,0.043478,0.000000,1,0.043478,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.043478,0.043478,4,0.173913,0.043478,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
72,0.003820,0,0.000000,0.000000,1,0.047619,0.047619,0,0.000000,0.000000,2,0.095238,0.095238,2,0.095238,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.095238,0.000000,0,0.000000,0.000000,1,0.047619,0.000000,0,0.000000,0.000000,4,0.190476,0.000000,4,0.190476,0.095238,2,0.095238,0.000000,2,0.095238,0.000000,1,0.047619,0.000000,1,0.047619,0.000000,1,0.047619,0.000000,4,0.190476,0.095238,0,0.000000,0.000000,0,0.000000,0.000000,1,0.047619,0.000000,1,0.047619,0.047619,0,0.000000,0.000000,1,0.047619,0.000000,0,0.000000,0.000000,1,0.047619,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.047619,0.000000,0,0.000000,0.000000,1,0.047619,0.000000,0,0.000000,0.000000,2,0.095238,0.000000,2,0.095238,0.047619,0,0.000000,0.000000,2,0.095238,0.047619,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
73,0.004660,2,0.086957,0.043478,2,0.086957,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,2,0.086957,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,6,0.260870,0.000000,2,0.086957,0.000000,2,0.086957,0.000000,6,0.260870,0.043478,0,0.000000,0.000000,0,0.000000,0.000000,2,0.086957,0.000000,2,0.086957,0.086957,0,0.000000,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,4,0.173913,0.043478,3,0.130435,0.000000,1,0.043478,0.000000,0,0.000000,0.000000,3,0.130435,0.043478,0,0.000000,0.000000,3,0.130435,0.000000,3,0.130435,0.043478,0,0.000000,0.000000,2,0.086957,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.086957,0.086957,1,0.043478,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
74,0.001790,0,0.000000,0.000000,0,0.000000,0.000000,1,0.090909,0.090909,0,0.000000,0.000000,2,0.181818,0.090909,0,0.000000,0.000000,0,0.000000,0.000000,1,0.090909,0.000000,2,0.181818,0.090909,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.181818,0.090909,0,0.000000,0.000000,1,0.090909,0.090909,1,0.090909,0.090909,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.090909,0.000000,0,0.000000,0.000000,1,0.090909,0.090909,0,0.000000,0.000000,1,0.090909,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.090909,0.000000,1,0.090909,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.090909,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
75,0.004455,2,0.080000,0.000000,2,0.080000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.120000,0.000000,1,0.040000,0.000000,2,0.080000,0.040000,2,0.080000,0.000000,0,0.000000,0.000000,3,0.120000,0.120000,4,0.160000,0.040000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.080000,0.040000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,4,0.160000,0.040000,0,0.000000,0.000000,1,0.040000,0.040000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,3,0.120000,0.000000,3,0.120000,0.000000,6,0.240000,0.120000,1,0.040000,0.000000,1,0.040000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.040000,0.040000,0,0.000000,0.000000,1,0.040000,0.040000,0,0.000000,0.000000,1,0.040000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
76,0.002485,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.000000,0,0.000000,0.000000,2,0.117647,0.058824,5,0.294118,0.058824,0,0.000000,0.000000,4,0.235294,0.000000,0,0.000000,0.000000,3,0.176471,0.000000,3,0.176471,0.117647,1,0.058824,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.000000,2,0.117647,0.000000,6,0.352941,0.176471,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,2,0.117647,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.000000,0,0.000000,0.000000,1,0.058824,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0.058824,0.058824,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
77,0.008100,1,0.025000,0.025000,5,0.125000,0.075000,0,0.000000,0.000000,1,0.025000,0.025000,6,0.150000,0.025000,4,0.100000,0.000000,1,0.025000,0.025000,2,0.050000,0.025000,2,0.050000,0.000000,6,0.150000,0.000000,6,0.150000,0.075000,6,0.150000,0.000000,4,0.100000,0.025000,1,0.025000,0.000000,2,0.050000,0.000000,0,0.000000,0.000000,3,0.075000,0.000000,1,0.025000,0.000000,3,0.075000,0.000000,1,0.025000,0.000000,4,0.100000,0.000000,1,0.025000,0.000000,2,0.050000,0.000000,1,0.025000,0.000000,2,0.050000,0.000000,0,0.000000,0.000000,6,0.150000,0.075000,1,0.025000,0.000000,6,0.150000,0.050000,1,0.025000,0.000000,2,0.050000,0.025000,5,0.125000,0.000000,1,0.025000,0.000000,1,0.025000,0.000000,2,0.050000,0.000000,0,0.000000,0.000000,1,0.025000,0.000000,0,0.000000,0.000000,2,0.050000,0.050000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
