Node,OccCentrality,TotalDegree,AvgRelevance,AvgExclusiveRelevance,Deg_L0,Rel_L0,ExRel_L0,Deg_L1,Rel_L1,ExRel_L1,Deg_L2,Rel_L2,ExRel_L2,Deg_L3,Rel_L3,ExRel_L3,Deg_L4,Rel_L4,ExRel_L4,Deg_L5,Rel_L5,ExRel_L5,Deg_L6,Rel_L6,ExRel_L6,Deg_L7,Rel_L7,ExRel_L7,Deg_L8,Rel_L8,ExRel_L8,Deg_L9,Rel_L9,ExRel_L9,Deg_L10,Rel_L10,ExRel_L10,Deg_L11,Rel_L11,ExRel_L11,Deg_L12,Rel_L12,ExRel_L12,Deg_L13,Rel_L13,ExRel_L13,Deg_L14,Rel_L14,ExRel_L14,Deg_L15,Rel_L15,ExRel_L15,Deg_L16,Rel_L16,ExRel_L16,Deg_L17,Rel_L17,ExRel_L17,Deg_L18,Rel_L18,ExRel_L18,Deg_L19,Rel_L19,ExRel_L19,Deg_L20,Rel_L20,ExRel_L20,Deg_L21,Rel_L21,ExRel_L21,Deg_L22,Rel_L22,ExRel_L22,Deg_L23,Rel_L23,ExRel_L23,Deg_L24,Rel_L24,ExRel_L24,Deg_L25,Rel_L25,ExRel_L25,Deg_L26,Rel_L26,ExRel_L26,Deg_L27,Rel_L27,ExRel_L27,Deg_L28,Rel_L28,ExRel_L28,Deg_L29,Rel_L29,ExRel_L29,Deg_L30,Rel_L30,ExRel_L30,Deg_L31,Rel_L31,ExRel_L31,Deg_L32,Rel_L32,ExRel_L32,Deg_L33,Rel_L33,ExRel_L33,Deg_L34,Rel_L34,ExRel_L34,Deg_L35,Rel_L35,ExRel_L35,Deg_L36,Rel_L36,ExRel_L36,Deg_L37,Rel_L37,ExRel_L37,Deg_L38,Rel_L38,ExRel_L38,Deg_L39,Rel_L39,ExRel_L39,Deg_L40,Rel_L40,ExRel_L40,Deg_L41,Rel_L41,ExRel_L41,Deg_L42,Rel_L42,ExRel_L42
100,0.009635,128,0.0744,0.0093,1,0.0250,0.0250,2,0.0500,0.0500,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1000,0.0250,0,0.0000,0.0000,3,0.0750,0.0500,2,0.0500,0.0000,2,0.0500,0.0000,3,0.0750,0.0500,0,0.0000,0.0000,11,0.2750,0.0000,8,0.2000,0.0750,5,0.1250,0.0000,9,0.2250,0.0250,0,0.0000,0.0000,3,0.0750,0.0000,4,0.1000,0.0250,10,0.2500,0.0250,2,0.0500,0.0000,3,0.0750,0.0000,0,0.0000,0.0000,8,0.2000,0.0000,6,0.1500,0.0000,3,0.0750,0.0000,3,0.0750,0.0000,3,0.0750,0.0000,1,0.0250,0.0000,7,0.1750,0.0000,3,0.0750,0.0250,1,0.0250,0.0000,3,0.0750,0.0000,1,0.0250,0.0000,6,0.1500,0.0000,5,0.1250,0.0250,2,0.0500,0.0000,4,0.1000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
54,0.009535,133,0.0562,0.0093,1,0.0182,0.0000,1,0.0182,0.0000,1,0.0182,0.0182,2,0.0364,0.0000,3,0.0545,0.0182,3,0.0545,0.0182,3,0.0545,0.0182,4,0.0727,0.0000,1,0.0182,0.0182,8,0.1455,0.0000,4,0.0727,0.0000,8,0.1455,0.0000,10,0.1818,0.0182,1,0.0182,0.0000,7,0.1273,0.0182,0,0.0000,0.0000,3,0.0545,0.0545,1,0.0182,0.0000,7,0.1273,0.0182,1,0.0182,0.0000,14,0.2545,0.1273,0,0.0000,0.0000,4,0.0727,0.0000,0,0.0000,0.0000,3,0.0545,0.0000,0,0.0000,0.0000,9,0.1636,0.0000,3,0.0545,0.0182,7,0.1273,0.0182,6,0.1091,0.0182,6,0.1091,0.0182,2,0.0364,0.0000,1,0.0182,0.0000,3,0.0545,0.0000,3,0.0545,0.0000,1,0.0182,0.0000,2,0.0364,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
89,0.009285,124,0.0601,0.0078,1,0.0208,0.0000,1,0.0208,0.0000,1,0.0208,0.0000,1,0.0208,0.0000,4,0.0833,0.0000,5,0.1042,0.0000,1,0.0208,0.0208,2,0.0417,0.0000,1,0.0208,0.0208,17,0.3542,0.0417,14,0.2917,0.0208,8,0.1667,0.0000,10,0.2083,0.0833,0,0.0000,0.0000,4,0.0833,0.0000,10,0.2083,0.0625,5,0.1042,0.0000,0,0.0000,0.0000,1,0.0208,0.0000,0,0.0000,0.0000,7,0.1458,0.0417,2,0.0417,0.0000,4,0.0833,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,8,0.1667,0.0000,5,0.1042,0.0000,2,0.0417,0.0000,3,0.0625,0.0000,1,0.0208,0.0208,2,0.0417,0.0000,3,0.0625,0.0208,0,0.0000,0.0000,1,0.0208,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
121,0.009280,89,0.0481,0.0124,1,0.0233,0.0000,1,0.0233,0.0000,3,0.0698,0.0233,3,0.0698,0.0000,1,0.0233,0.0000,0,0.0000,0.0000,1,0.0233,0.0233,2,0.0465,0.0233,0,0.0000,0.0000,8,0.1860,0.0233,8,0.1860,0.0465,2,0.0465,0.0000,5,0.1163,0.0233,1,0.0233,0.0000,5,0.1163,0.0465,2,0.0465,0.0000,6,0.1395,0.0698,0,0.0000,0.0000,2,0.0465,0.0000,0,0.0000,0.0000,3,0.0698,0.0233,2,0.0465,0.0000,3,0.0698,0.0233,0,0.0000,0.0000,5,0.1163,0.0465,0,0.0000,0.0000,2,0.0465,0.0000,2,0.0465,0.0000,0,0.0000,0.0000,1,0.0233,0.0233,3,0.0698,0.0000,3,0.0698,0.0233,0,0.0000,0.0000,4,0.0930,0.0000,4,0.0930,0.0233,0,0.0000,0.0000,4,0.0930,0.0465,0,0.0000,0.0000,1,0.0233,0.0233,1,0.0233,0.0233,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
162,0.009100,98,0.0570,0.0099,1,0.0250,0.0000,1,0.0250,0.0000,1,0.0250,0.0000,2,0.0500,0.0500,2,0.0500,0.0000,1,0.0250,0.0250,2,0.0500,0.0250,2,0.0500,0.0000,0,0.0000,0.0000,5,0.1250,0.0250,5,0.1250,0.0250,1,0.0250,0.0000,7,0.1750,0.0500,1,0.0250,0.0000,4,0.1000,0.0000,3,0.0750,0.0000,1,0.0250,0.0000,1,0.0250,0.0000,5,0.1250,0.0000,0,0.0000,0.0000,6,0.1500,0.0500,4,0.1000,0.0250,1,0.0250,0.0000,2,0.0500,0.0000,4,0.1000,0.0000,0,0.0000,0.0000,3,0.0750,0.0000,4,0.1000,0.0250,0,0.0000,0.0000,5,0.1250,0.0250,2,0.0500,0.0000,6,0.1500,0.0500,1,0.0250,0.0000,6,0.1500,0.0500,2,0.0500,0.0000,4,0.1000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0750,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
140,0.009065,93,0.0601,0.0090,3,0.0833,0.0000,4,0.1111,0.0000,2,0.0556,0.0556,0,0.0000,0.0000,2,0.0556,0.0000,3,0.0833,0.0000,1,0.0278,0.0278,1,0.0278,0.0000,0,0.0000,0.0000,2,0.0556,0.0278,4,0.1111,0.0000,0,0.0000,0.0000,5,0.1389,0.0556,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0833,0.0000,7,0.1944,0.0556,1,0.0278,0.0000,4,0.1111,0.0000,0,0.0000,0.0000,4,0.1111,0.0000,4,0.1111,0.0278,3,0.0833,0.0000,2,0.0556,0.0000,5,0.1389,0.0000,0,0.0000,0.0000,3,0.0833,0.0000,7,0.1944,0.0556,0,0.0000,0.0000,8,0.2222,0.0278,3,0.0833,0.0000,3,0.0833,0.0000,1,0.0278,0.0000,6,0.1667,0.0278,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0556,0.0278,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
59,0.009020,115,0.0622,0.0108,0,0.0000,0.0000,1,0.0233,0.0233,1,0.0233,0.0233,4,0.0930,0.0000,3,0.0698,0.0233,3,0.0698,0.0233,0,0.0000,0.0000,5,0.1163,0.0233,0,0.0000,0.0000,2,0.0465,0.0000,0,0.0000,0.0000,7,0.1628,0.0000,6,0.1395,0.0698,3,0.0698,0.0000,5,0.1163,0.0233,1,0.0233,0.0233,3,0.0698,0.0000,3,0.0698,0.0000,12,0.2791,0.0930,0,0.0000,0.0000,2,0.0465,0.0233,1,0.0233,0.0000,6,0.1395,0.0465,5,0.1163,0.0000,9,0.2093,0.0465,0,0.0000,0.0000,6,0.1395,0.0000,2,0.0465,0.0000,3,0.0698,0.0000,4,0.0930,0.0000,0,0.0000,0.0000,2,0.0465,0.0000,0,0.0000,0.0000,4,0.0930,0.0000,6,0.1395,0.0233,2,0.0465,0.0000,4,0.0930,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
175,0.008780,88,0.0640,0.0087,0,0.0000,0.0000,2,0.0625,0.0312,1,0.0312,0.0312,5,0.1562,0.0312,0,0.0000,0.0000,3,0.0938,0.0000,0,0.0000,0.0000,2,0.0625,0.0312,1,0.0312,0.0000,5,0.1562,0.0000,2,0.0625,0.0000,2,0.0625,0.0000,6,0.1875,0.0938,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0938,0.0000,4,0.1250,0.0312,0,0.0000,0.0000,2,0.0625,0.0000,0,0.0000,0.0000,4,0.1250,0.0000,6,0.1875,0.0000,4,0.1250,0.0000,3,0.0938,0.0000,2,0.0625,0.0312,0,0.0000,0.0000,2,0.0625,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,3,0.0938,0.0000,7,0.2188,0.0312,2,0.0625,0.0000,2,0.0625,0.0000,3,0.0938,0.0312,1,0.0312,0.0312,3,0.0938,0.0000,3,0.0938,0.0000,0,0.0000,0.0000,3,0.0938,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0312,0.0000
84,0.008550,106,0.0560,0.0122,1,0.0227,0.0227,4,0.0909,0.0455,3,0.0682,0.0227,10,0.2273,0.1136,3,0.0682,0.0000,1,0.0227,0.0000,0,0.0000,0.0000,3,0.0682,0.0000,2,0.0455,0.0227,4,0.0909,0.0227,0,0.0000,0.0000,5,0.1136,0.0000,7,0.1591,0.0227,1,0.0227,0.0000,6,0.1364,0.0227,2,0.0455,0.0227,3,0.0682,0.0227,2,0.0455,0.0000,2,0.0455,0.0000,1,0.0227,0.0000,6,0.1364,0.0227,2,0.0455,0.0000,14,0.3182,0.0682,3,0.0682,0.0000,3,0.0682,0.0000,1,0.0227,0.0000,4,0.0909,0.0227,0,0.0000,0.0000,2,0.0455,0.0455,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0455,0.0000,0,0.0000,0.0000,3,0.0682,0.0000,2,0.0455,0.0000,1,0.0227,0.0000,1,0.0227,0.0000,0,0.0000,0.0000,1,0.0227,0.0227,1,0.0227,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
160,0.008500,84,0.0698,0.0116,0,0.0000,0.0000,2,0.0714,0.0357,1,0.0357,0.0000,2,0.0714,0.0000,2,0.0714,0.0000,2,0.0714,0.0357,1,0.0357,0.0357,1,0.0357,0.0000,0,0.0000,0.0000,6,0.2143,0.0357,3,0.1071,0.0000,4,0.1429,0.0000,6,0.2143,0.0357,0,0.0000,0.0000,2,0.0714,0.0000,3,0.1071,0.0357,1,0.0357,0.0000,1,0.0357,0.0000,3,0.1071,0.0000,0,0.0000,0.0000,4,0.1429,0.1071,2,0.0714,0.0000,3,0.1071,0.0357,1,0.0357,0.0000,4,0.1429,0.0000,0,0.0000,0.0000,2,0.0714,0.0000,2,0.0714,0.0357,1,0.0357,0.0000,1,0.0357,0.0000,5,0.1786,0.0000,0,0.0000,0.0000,4,0.1429,0.0000,5,0.1786,0.0000,2,0.0714,0.0357,2,0.0714,0.0000,3,0.1071,0.0357,1,0.0357,0.0000,2,0.0714,0.0357,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
101,0.008485,123,0.0817,0.0073,2,0.0571,0.0286,3,0.0857,0.0000,2,0.0571,0.0000,6,0.1714,0.0286,4,0.1143,0.0000,0,0.0000,0.0000,2,0.0571,0.0286,3,0.0857,0.0000,1,0.0286,0.0000,5,0.1429,0.0286,2,0.0571,0.0000,7,0.2000,0.0000,8,0.2286,0.0857,2,0.0571,0.0000,6,0.1714,0.0000,0,0.0000,0.0000,3,0.0857,0.0000,3,0.0857,0.0000,6,0.1714,0.0286,2,0.0571,0.0000,4,0.1143,0.0000,0,0.0000,0.0000,4,0.1143,0.0286,4,0.1143,0.0000,7,0.2000,0.0000,3,0.0857,0.0000,5,0.1429,0.0000,1,0.0286,0.0000,7,0.2000,0.0571,4,0.1143,0.0000,1,0.0286,0.0000,2,0.0571,0.0000,0,0.0000,0.0000,6,0.1714,0.0000,2,0.0571,0.0000,1,0.0286,0.0000,5,0.1429,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
182,0.008385,89,0.0493,0.0116,0,0.0000,0.0000,1,0.0238,0.0238,4,0.0952,0.0238,4,0.0952,0.0476,1,0.0238,0.0000,11,0.2619,0.1190,0,0.0000,0.0000,1,0.0238,0.0000,0,0.0000,0.0000,7,0.1667,0.0000,4,0.0952,0.0476,4,0.0952,0.0000,7,0.1667,0.0714,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0714,0.0000,1,0.0238,0.0000,1,0.0238,0.0000,3,0.0714,0.0476,0,0.0000,0.0000,5,0.1190,0.0238,1,0.0238,0.0000,4,0.0952,0.0238,0,0.0000,0.0000,4,0.0952,0.0000,0,0.0000,0.0000,3,0.0714,0.0000,2,0.0476,0.0238,0,0.0000,0.0000,9,0.2143,0.0238,1,0.0238,0.0000,1,0.0238,0.0000,1,0.0238,0.0000,2,0.0476,0.0238,0,0.0000,0.0000,2,0.0476,0.0000,2,0.0476,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
77,0.008100,93,0.0541,0.0116,1,0.0250,0.0250,5,0.1250,0.0750,0,0.0000,0.0000,1,0.0250,0.0250,6,0.1500,0.0250,4,0.1000,0.0000,1,0.0250,0.0250,2,0.0500,0.0250,2,0.0500,0.0000,6,0.1500,0.0000,6,0.1500,0.0750,6,0.1500,0.0000,4,0.1000,0.0250,1,0.0250,0.0000,2,0.0500,0.0000,0,0.0000,0.0000,3,0.0750,0.0000,1,0.0250,0.0000,3,0.0750,0.0000,1,0.0250,0.0000,4,0.1000,0.0000,1,0.0250,0.0000,2,0.0500,0.0000,1,0.0250,0.0000,2,0.0500,0.0000,0,0.0000,0.0000,6,0.1500,0.0750,1,0.0250,0.0000,6,0.1500,0.0500,1,0.0250,0.0000,2,0.0500,0.0250,5,0.1250,0.0000,1,0.0250,0.0000,1,0.0250,0.0000,2,0.0500,0.0000,0,0.0000,0.0000,1,0.0250,0.0000,0,0.0000,0.0000,2,0.0500,0.0500,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
52,0.007815,99,0.0501,0.0111,0,0.0000,0.0000,1,0.0217,0.0217,2,0.0435,0.0217,3,0.0652,0.0435,0,0.0000,0.0000,3,0.0652,0.0217,2,0.0435,0.0435,4,0.0870,0.0000,0,0.0000,0.0000,9,0.1957,0.0000,4,0.0870,0.0217,9,0.1957,0.0000,16,0.3478,0.1522,0,0.0000,0.0000,5,0.1087,0.0000,1,0.0217,0.0000,5,0.1087,0.0217,2,0.0435,0.0000,3,0.0652,0.0000,1,0.0217,0.0000,5,0.1087,0.0435,0,0.0000,0.0000,4,0.0870,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0435,0.0000,2,0.0435,0.0435,0,0.0000,0.0000,1,0.0217,0.0000,0,0.0000,0.0000,1,0.0217,0.0000,1,0.0217,0.0000,2,0.0435,0.0000,8,0.1739,0.0217,1,0.0217,0.0217,2,0.0435,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
124,0.007685,60,0.0377,0.0163,18,0.4865,0.4595,0,0.0000,0.0000,2,0.0541,0.0270,3,0.0811,0.0541,2,0.0541,0.0000,2,0.0541,0.0000,0,0.0000,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,2,0.0541,0.0000,2,0.0541,0.0000,0,0.0000,0.0000,4,0.1081,0.0541,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0811,0.0000,1,0.0270,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0541,0.0000,4,0.1081,0.0000,2,0.0541,0.0270,1,0.0270,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0541,0.0000,1,0.0270,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0541,0.0000,0,0.0000,0.0000,1,0.0270,0.0000,2,0.0541,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0811,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
109,0.007635,96,0.0744,0.0054,1,0.0333,0.0000,1,0.0333,0.0000,3,0.1000,0.0333,3,0.1000,0.0000,3,0.1000,0.0333,2,0.0667,0.0000,3,0.1000,0.0333,4,0.1333,0.0000,1,0.0333,0.0000,7,0.2333,0.0000,2,0.0667,0.0000,3,0.1000,0.0000,4,0.1333,0.0333,0,0.0000,0.0000,5,0.1667,0.0000,2,0.0667,0.0000,6,0.2000,0.0000,0,0.0000,0.0000,3,0.1000,0.0333,0,0.0000,0.0000,8,0.2667,0.0000,5,0.1667,0.0000,2,0.0667,0.0000,3,0.1000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,6,0.2000,0.0000,0,0.0000,0.0000,4,0.1333,0.0333,3,0.1000,0.0000,0,0.0000,0.0000,4,0.1333,0.0000,1,0.0333,0.0000,2,0.0667,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,3,0.1000,0.0000,0,0.0000,0.0000,1,0.0333,0.0333,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
168,0.007485,78,0.0518,0.0106,0,0.0000,0.0000,1,0.0286,0.0286,1,0.0286,0.0286,1,0.0286,0.0000,2,0.0571,0.0000,4,0.1143,0.0000,0,0.0000,0.0000,1,0.0286,0.0000,0,0.0000,0.0000,2,0.0571,0.0000,5,0.1429,0.0571,0,0.0000,0.0000,3,0.0857,0.0571,0,0.0000,0.0000,3,0.0857,0.0571,1,0.0286,0.0000,5,0.1429,0.0286,0,0.0000,0.0000,1,0.0286,0.0000,0,0.0000,0.0000,5,0.1429,0.0286,1,0.0286,0.0000,11,0.3143,0.0571,1,0.0286,0.0000,2,0.0571,0.0000,0,0.0000,0.0000,3,0.0857,0.0000,4,0.1143,0.0286,0,0.0000,0.0000,1,0.0286,0.0000,4,0.1143,0.0000,5,0.1429,0.0286,2,0.0571,0.0000,4,0.1143,0.0000,1,0.0286,0.0000,1,0.0286,0.0000,1,0.0286,0.0286,1,0.0286,0.0000,1,0.0286,0.0286,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
173,0.007430,81,0.0509,0.0126,0,0.0000,0.0000,1,0.0270,0.0270,0,0.0000,0.0000,1,0.0270,0.0270,2,0.0541,0.0541,2,0.0541,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,7,0.1892,0.0000,1,0.0270,0.0000,5,0.1351,0.0000,8,0.2162,0.1081,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0541,0.0270,0,0.0000,0.0000,5,0.1351,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0270,0.0000,2,0.0541,0.0270,1,0.0270,0.0000,5,0.1351,0.0270,0,0.0000,0.0000,2,0.0541,0.0000,1,0.0270,0.0000,1,0.0270,0.0000,5,0.1351,0.0541,6,0.1622,0.0000,3,0.0811,0.0270,5,0.1351,0.0000,11,0.2973,0.0811,1,0.0270,0.0270,1,0.0270,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0270,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
159,0.007390,91,0.0516,0.0085,1,0.0244,0.0000,1,0.0244,0.0000,1,0.0244,0.0000,0,0.0000,0.0000,2,0.0488,0.0000,3,0.0732,0.0000,1,0.0244,0.0244,2,0.0488,0.0000,0,0.0000,0.0000,4,0.0976,0.0000,6,0.1463,0.0244,3,0.0732,0.0000,5,0.1220,0.0244,0,0.0000,0.0000,2,0.0488,0.0000,2,0.0488,0.0000,10,0.2439,0.1220,1,0.0244,0.0000,2,0.0488,0.0000,0,0.0000,0.0000,5,0.1220,0.0244,2,0.0488,0.0000,2,0.0488,0.0000,0,0.0000,0.0000,3,0.0732,0.0000,0,0.0000,0.0000,2,0.0488,0.0000,3,0.0732,0.0000,0,0.0000,0.0000,3,0.0732,0.0488,6,0.1463,0.0000,4,0.0976,0.0488,0,0.0000,0.0000,8,0.1951,0.0244,1,0.0244,0.0000,1,0.0244,0.0000,3,0.0732,0.0000,0,0.0000,0.0000,2,0.0488,0.0244,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
98,0.007045,94,0.0607,0.0123,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0556,0.0556,0,0.0000,0.0000,1,0.0278,0.0000,2,0.0556,0.0278,2,0.0556,0.0278,4,0.1111,0.0000,1,0.0278,0.0000,3,0.0833,0.0000,1,0.0278,0.0278,8,0.2222,0.0000,8,0.2222,0.0278,1,0.0278,0.0000,3,0.0833,0.0278,1,0.0278,0.0000,6,0.1667,0.0556,1,0.0278,0.0000,2,0.0556,0.0278,0,0.0000,0.0000,4,0.1111,0.0556,0,0.0000,0.0000,6,0.1667,0.0278,6,0.1667,0.0278,6,0.1667,0.0000,1,0.0278,0.0000,2,0.0556,0.0000,1,0.0278,0.0000,8,0.2222,0.1111,0,0.0000,0.0000,3,0.0833,0.0000,2,0.0556,0.0000,0,0.0000,0.0000,4,0.1111,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,5,0.1389,0.0278,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
104,0.006995,85,0.0549,0.0103,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0278,0.0000,2,0.0556,0.0278,1,0.0278,0.0278,0,0.0000,0.0000,2,0.0556,0.0278,0,0.0000,0.0000,7,0.1944,0.1667,6,0.1667,0.0833,2,0.0556,0.0278,11,0.3056,0.0000,3,0.0833,0.0000,2,0.0556,0.0000,11,0.3056,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,6,0.1667,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,6,0.1667,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1111,0.0000,1,0.0278,0.0278,0,0.0000,0.0000,4,0.1111,0.0000,0,0.0000,0.0000,3,0.0833,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0833,0.0000,0,0.0000,0.0000,3,0.0833,0.0000,1,0.0278,0.0278,1,0.0278,0.0000,4,0.1111,0.0278,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0278,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
88,0.006845,79,0.0510,0.0110,0,0.0000,0.0000,1,0.0278,0.0278,0,0.0000,0.0000,1,0.0278,0.0000,5,0.1389,0.0000,4,0.1111,0.0000,1,0.0278,0.0000,3,0.0833,0.0278,2,0.0556,0.0000,3,0.0833,0.0000,0,0.0000,0.0000,4,0.1111,0.0000,6,0.1667,0.0278,1,0.0278,0.0000,4,0.1111,0.0278,3,0.0833,0.0000,0,0.0000,0.0000,1,0.0278,0.0000,2,0.0556,0.0278,0,0.0000,0.0000,3,0.0833,0.0278,3,0.0833,0.0000,3,0.0833,0.0000,3,0.0833,0.0000,8,0.2222,0.1389,0,0.0000,0.0000,10,0.2778,0.0833,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0556,0.0000,0,0.0000,0.0000,2,0.0556,0.0278,0,0.0000,0.0000,1,0.0278,0.0000,0,0.0000,0.0000,1,0.0278,0.0278,1,0.0278,0.0000,0,0.0000,0.0000,1,0.0278,0.0278,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
108,0.006840,90,0.0634,0.0106,3,0.0909,0.0303,3,0.0909,0.0000,2,0.0606,0.0000,3,0.0909,0.0303,3,0.0909,0.0303,0,0.0000,0.0000,1,0.0303,0.0303,3,0.0909,0.0000,2,0.0606,0.0303,3,0.0909,0.0000,3,0.0909,0.0606,4,0.1212,0.0000,4,0.1212,0.0000,2,0.0606,0.0000,5,0.1515,0.0606,1,0.0303,0.0000,2,0.0606,0.0000,0,0.0000,0.0000,4,0.1212,0.0909,0,0.0000,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,7,0.2121,0.0000,2,0.0606,0.0000,0,0.0000,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,2,0.0606,0.0000,8,0.2424,0.0000,5,0.1515,0.0303,1,0.0303,0.0000,2,0.0606,0.0000,4,0.1212,0.0303,3,0.0909,0.0000,0,0.0000,0.0000,1,0.0303,0.0303,3,0.0909,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
177,0.006795,69,0.0617,0.0089,2,0.0769,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,4,0.1538,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1154,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,3,0.1154,0.0769,1,0.0385,0.0000,4,0.1538,0.1154,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1154,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,3,0.1154,0.0769,4,0.1538,0.0385,3,0.1154,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,5,0.1923,0.0000,3,0.1154,0.0000,2,0.0769,0.0000,3,0.1154,0.0769,3,0.1154,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,2,0.0769,0.0000,0,0.0000,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,1,0.0385,0.0000,1,0.0385,0.0000
