Node,OccCentrality,TotalDegree,AvgRelevance,AvgExclusiveRelevance,Deg_L0,Rel_L0,ExRel_L0,Deg_L1,Rel_L1,ExRel_L1,Deg_L2,Rel_L2,ExRel_L2,Deg_L3,Rel_L3,ExRel_L3,Deg_L4,Rel_L4,ExRel_L4,Deg_L5,Rel_L5,ExRel_L5,Deg_L6,Rel_L6,ExRel_L6,Deg_L7,Rel_L7,ExRel_L7,Deg_L8,Rel_L8,ExRel_L8,Deg_L9,Rel_L9,ExRel_L9,Deg_L10,Rel_L10,ExRel_L10,Deg_L11,Rel_L11,ExRel_L11,Deg_L12,Rel_L12,ExRel_L12,Deg_L13,Rel_L13,ExRel_L13,Deg_L14,Rel_L14,ExRel_L14,Deg_L15,Rel_L15,ExRel_L15,Deg_L16,Rel_L16,ExRel_L16,Deg_L17,Rel_L17,ExRel_L17,Deg_L18,Rel_L18,ExRel_L18,Deg_L19,Rel_L19,ExRel_L19,Deg_L20,Rel_L20,ExRel_L20,Deg_L21,Rel_L21,ExRel_L21,Deg_L22,Rel_L22,ExRel_L22,Deg_L23,Rel_L23,ExRel_L23,Deg_L24,Rel_L24,ExRel_L24,Deg_L25,Rel_L25,ExRel_L25,Deg_L26,Rel_L26,ExRel_L26,Deg_L27,Rel_L27,ExRel_L27,Deg_L28,Rel_L28,ExRel_L28,Deg_L29,Rel_L29,ExRel_L29,Deg_L30,Rel_L30,ExRel_L30,Deg_L31,Rel_L31,ExRel_L31,Deg_L32,Rel_L32,ExRel_L32,Deg_L33,Rel_L33,ExRel_L33,Deg_L34,Rel_L34,ExRel_L34,Deg_L35,Rel_L35,ExRel_L35,Deg_L36,Rel_L36,ExRel_L36,Deg_L37,Rel_L37,ExRel_L37,Deg_L38,Rel_L38,ExRel_L38,Deg_L39,Rel_L39,ExRel_L39,Deg_L40,Rel_L40,ExRel_L40,Deg_L41,Rel_L41,ExRel_L41,Deg_L42,Rel_L42,ExRel_L42
93,0.006485,66,0.0614,0.0102,0,0.0000,0.0000,1,0.0400,0.0400,1,0.0400,0.0400,2,0.0800,0.0800,3,0.1200,0.0800,0,0.0000,0.0000,1,0.0400,0.0400,4,0.1600,0.0000,0,0.0000,0.0000,4,0.1600,0.0000,1,0.0400,0.0000,6,0.2400,0.0000,2,0.0800,0.0000,2,0.0800,0.0000,4,0.1600,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,2,0.0800,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1200,0.0400,2,0.0800,0.0000,2,0.0800,0.0000,4,0.1600,0.0000,1,0.0400,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,3,0.1200,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,2,0.0800,0.0000,5,0.2000,0.0400,0,0.0000,0.0000,3,0.1200,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,3,0.1200,0.0800,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
149,0.006455,76,0.0478,0.0088,2,0.0541,0.0000,2,0.0541,0.0000,1,0.0270,0.0000,1,0.0270,0.0000,2,0.0541,0.0000,2,0.0541,0.0270,0,0.0000,0.0000,2,0.0541,0.0000,1,0.0270,0.0000,4,0.1081,0.0270,2,0.0541,0.0000,0,0.0000,0.0000,4,0.1081,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0811,0.0000,1,0.0270,0.0000,1,0.0270,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,3,0.0811,0.0270,3,0.0811,0.0000,2,0.0541,0.0000,1,0.0270,0.0000,6,0.1622,0.0541,1,0.0270,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0541,0.0270,1,0.0270,0.0000,8,0.2162,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,7,0.1892,0.0000,6,0.1622,0.0811,3,0.0811,0.0541,0,0.0000,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,2,0.0541,0.0270
103,0.006440,92,0.0549,0.0113,1,0.0256,0.0256,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0256,0.0000,1,0.0256,0.0256,0,0.0000,0.0000,1,0.0256,0.0256,3,0.0769,0.0000,3,0.0769,0.0256,4,0.1026,0.0000,1,0.0256,0.0000,7,0.1795,0.0000,5,0.1282,0.0513,0,0.0000,0.0000,11,0.2821,0.1538,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0769,0.0000,3,0.0769,0.0256,1,0.0256,0.0000,3,0.0769,0.0000,0,0.0000,0.0000,6,0.1538,0.0769,3,0.0769,0.0000,3,0.0769,0.0000,1,0.0256,0.0000,2,0.0513,0.0000,1,0.0256,0.0000,12,0.3077,0.0769,3,0.0769,0.0000,2,0.0513,0.0000,4,0.1026,0.0000,0,0.0000,0.0000,4,0.1026,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0769,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
153,0.006295,63,0.0523,0.0125,0,0.0000,0.0000,2,0.0714,0.0714,1,0.0357,0.0000,2,0.0714,0.0714,1,0.0357,0.0357,1,0.0357,0.0000,1,0.0357,0.0357,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0714,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,3,0.1071,0.0000,0,0.0000,0.0000,1,0.0357,0.0357,2,0.0714,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,5,0.1786,0.0357,3,0.1071,0.0000,2,0.0714,0.0000,1,0.0357,0.0000,3,0.1071,0.0357,0,0.0000,0.0000,8,0.2857,0.0714,2,0.0714,0.0357,1,0.0357,0.0000,4,0.1429,0.0357,6,0.2143,0.0000,0,0.0000,0.0000,1,0.0357,0.0000,6,0.2143,0.0357,0,0.0000,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0357,0.0357,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
56,0.006180,80,0.0517,0.0103,1,0.0278,0.0278,3,0.0833,0.0278,0,0.0000,0.0000,3,0.0833,0.0278,4,0.1111,0.0556,0,0.0000,0.0000,1,0.0278,0.0278,5,0.1389,0.0278,0,0.0000,0.0000,4,0.1111,0.0000,2,0.0556,0.0000,4,0.1111,0.0278,5,0.1389,0.0278,2,0.0556,0.0556,3,0.0833,0.0000,4,0.1111,0.0000,3,0.0833,0.0556,1,0.0278,0.0000,4,0.1111,0.0278,0,0.0000,0.0000,1,0.0278,0.0000,4,0.1111,0.0000,6,0.1667,0.0278,0,0.0000,0.0000,3,0.0833,0.0000,1,0.0278,0.0000,6,0.1667,0.0000,2,0.0556,0.0000,1,0.0278,0.0000,1,0.0278,0.0000,0,0.0000,0.0000,1,0.0278,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0833,0.0278,2,0.0556,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
87,0.006170,80,0.0503,0.0101,1,0.0270,0.0270,1,0.0270,0.0000,1,0.0270,0.0270,8,0.2162,0.1081,1,0.0270,0.0000,0,0.0000,0.0000,1,0.0270,0.0270,3,0.0811,0.0541,0,0.0000,0.0000,4,0.1081,0.0270,1,0.0270,0.0000,10,0.2703,0.0000,7,0.1892,0.0270,4,0.1081,0.0000,10,0.2703,0.0270,1,0.0270,0.0000,2,0.0541,0.0270,1,0.0270,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,3,0.0811,0.0000,0,0.0000,0.0000,7,0.1892,0.0270,0,0.0000,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,3,0.0811,0.0000,3,0.0811,0.0000,0,0.0000,0.0000,3,0.0811,0.0270,1,0.0270,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0270,0.0000,0,0.0000,0.0000,1,0.0270,0.0270,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
136,0.006135,63,0.0458,0.0109,0,0.0000,0.0000,1,0.0312,0.0312,1,0.0312,0.0000,1,0.0312,0.0000,2,0.0625,0.0312,1,0.0312,0.0312,1,0.0312,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,3,0.0938,0.0000,7,0.2188,0.1562,2,0.0625,0.0000,3,0.0938,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1250,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0312,0.0000,2,0.0625,0.0312,6,0.1875,0.0000,2,0.0625,0.0000,2,0.0625,0.0000,2,0.0625,0.0000,0,0.0000,0.0000,3,0.0938,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,3,0.0938,0.0625,3,0.0938,0.0000,5,0.1562,0.0938,2,0.0625,0.0000,2,0.0625,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0312,0.0312,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
123,0.006055,74,0.0521,0.0106,0,0.0000,0.0000,1,0.0303,0.0303,1,0.0303,0.0303,0,0.0000,0.0000,2,0.0606,0.0000,3,0.0909,0.0303,0,0.0000,0.0000,2,0.0606,0.0000,0,0.0000,0.0000,7,0.2121,0.0000,2,0.0606,0.0000,2,0.0606,0.0000,7,0.2121,0.0303,1,0.0303,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,5,0.1515,0.0606,4,0.1212,0.0303,5,0.1515,0.0606,2,0.0606,0.0000,4,0.1212,0.0606,1,0.0303,0.0000,4,0.1212,0.0000,2,0.0606,0.0000,1,0.0303,0.0000,2,0.0606,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,2,0.0606,0.0000,3,0.0909,0.0303,1,0.0303,0.0303,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0606,0.0303,1,0.0303,0.0303,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
134,0.006055,66,0.0667,0.0071,1,0.0435,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0870,0.0000,2,0.0870,0.0000,1,0.0435,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,2,0.0870,0.0000,3,0.1304,0.0000,2,0.0870,0.0000,5,0.2174,0.0435,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0435,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,3,0.1304,0.0000,1,0.0435,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,3,0.1304,0.0000,0,0.0000,0.0000,1,0.0435,0.0000,6,0.2609,0.0870,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1739,0.0435,7,0.3043,0.0870,3,0.1304,0.0000,6,0.2609,0.0435,4,0.1739,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
113,0.006015,69,0.0446,0.0116,2,0.0556,0.0000,2,0.0556,0.0000,3,0.0833,0.0556,0,0.0000,0.0000,3,0.0833,0.0278,11,0.3056,0.1944,0,0.0000,0.0000,2,0.0556,0.0000,0,0.0000,0.0000,2,0.0556,0.0000,2,0.0556,0.0000,1,0.0278,0.0000,3,0.0833,0.0278,0,0.0000,0.0000,3,0.0833,0.0278,1,0.0278,0.0000,5,0.1389,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0833,0.0000,0,0.0000,0.0000,1,0.0278,0.0278,0,0.0000,0.0000,4,0.1111,0.0556,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0556,0.0000,0,0.0000,0.0000,4,0.1111,0.0278,3,0.0833,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,5,0.1389,0.0278,3,0.0833,0.0278,1,0.0278,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0278,0.0000,0,0.0000,0.0000,1,0.0278,0.0000,0,0.0000,0.0000,1,0.0278,0.0000
132,0.005915,77,0.0689,0.0072,1,0.0385,0.0000,1,0.0385,0.0000,3,0.1154,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,1,0.0385,0.0385,6,0.2308,0.0000,3,0.1154,0.0000,2,0.0769,0.0000,4,0.1538,0.0385,0,0.0000,0.0000,1,0.0385,0.0000,3,0.1154,0.0000,7,0.2692,0.1154,1,0.0385,0.0000,3,0.1154,0.0385,0,0.0000,0.0000,3,0.1154,0.0000,2,0.0769,0.0000,3,0.1154,0.0000,0,0.0000,0.0000,3,0.1154,0.0000,0,0.0000,0.0000,4,0.1538,0.0000,4,0.1538,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,4,0.1538,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,1,0.0385,0.0000,1,0.0385,0.0385,1,0.0385,0.0000,0,0.0000,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
125,0.005895,68,0.0465,0.0150,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,5,0.1471,0.0882,11,0.3235,0.2647,3,0.0882,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1176,0.0000,0,0.0000,0.0000,2,0.0588,0.0000,4,0.1176,0.0294,1,0.0294,0.0000,1,0.0294,0.0000,1,0.0294,0.0000,0,0.0000,0.0000,1,0.0294,0.0000,1,0.0294,0.0000,0,0.0000,0.0000,4,0.1176,0.0588,2,0.0588,0.0000,0,0.0000,0.0000,1,0.0294,0.0000,4,0.1176,0.0294,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1176,0.0294,3,0.0882,0.0294,0,0.0000,0.0000,1,0.0294,0.0000,11,0.3235,0.0882,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1176,0.0294,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
117,0.005885,63,0.0458,0.0124,0,0.0000,0.0000,1,0.0312,0.0312,0,0.0000,0.0000,5,0.1562,0.0625,5,0.1562,0.1250,4,0.1250,0.0625,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0625,0.0625,4,0.1250,0.0000,0,0.0000,0.0000,2,0.0625,0.0000,4,0.1250,0.0312,0,0.0000,0.0000,2,0.0625,0.0625,1,0.0312,0.0000,4,0.1250,0.0625,1,0.0312,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,1,0.0312,0.0000,1,0.0312,0.0000,0,0.0000,0.0000,2,0.0625,0.0000,4,0.1250,0.0000,0,0.0000,0.0000,4,0.1250,0.0000,4,0.1250,0.0000,1,0.0312,0.0000,3,0.0938,0.0312,1,0.0312,0.0000,1,0.0312,0.0000,3,0.0938,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
122,0.005720,65,0.0458,0.0113,1,0.0303,0.0000,1,0.0303,0.0000,2,0.0606,0.0303,0,0.0000,0.0000,2,0.0606,0.0000,4,0.1212,0.0303,0,0.0000,0.0000,2,0.0606,0.0000,0,0.0000,0.0000,4,0.1212,0.0000,4,0.1212,0.0303,2,0.0606,0.0000,6,0.1818,0.0303,0,0.0000,0.0000,4,0.1212,0.0909,1,0.0303,0.0000,2,0.0606,0.0303,0,0.0000,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,2,0.0606,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,3,0.0909,0.0606,3,0.0909,0.0000,0,0.0000,0.0000,3,0.0909,0.0000,3,0.0909,0.0000,0,0.0000,0.0000,1,0.0303,0.0000,7,0.2121,0.1515,0,0.0000,0.0000,1,0.0303,0.0303,1,0.0303,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
142,0.005700,76,0.0609,0.0080,1,0.0345,0.0000,1,0.0345,0.0000,3,0.1034,0.0000,3,0.1034,0.0345,2,0.0690,0.0000,4,0.1379,0.0000,0,0.0000,0.0000,2,0.0690,0.0000,0,0.0000,0.0000,4,0.1379,0.0000,3,0.1034,0.0000,1,0.0345,0.0000,8,0.2759,0.0690,0,0.0000,0.0000,2,0.0690,0.0000,4,0.1379,0.0000,7,0.2414,0.1379,0,0.0000,0.0000,1,0.0345,0.0000,0,0.0000,0.0000,2,0.0690,0.0345,4,0.1379,0.0345,4,0.1379,0.0000,1,0.0345,0.0000,2,0.0690,0.0000,0,0.0000,0.0000,5,0.1724,0.0000,3,0.1034,0.0000,1,0.0345,0.0000,4,0.1379,0.0345,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1034,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0345,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
67,0.005685,76,0.0609,0.0104,0,0.0000,0.0000,1,0.0345,0.0345,1,0.0345,0.0345,0,0.0000,0.0000,3,0.1034,0.0000,4,0.1379,0.0345,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1034,0.0000,3,0.1034,0.0000,6,0.2069,0.0000,5,0.1724,0.0690,0,0.0000,0.0000,4,0.1379,0.0345,4,0.1379,0.0000,1,0.0345,0.0345,0,0.0000,0.0000,3,0.1034,0.0000,0,0.0000,0.0000,1,0.0345,0.0000,5,0.1724,0.0000,5,0.1724,0.0690,1,0.0345,0.0000,3,0.1034,0.0345,0,0.0000,0.0000,8,0.2759,0.0000,2,0.0690,0.0000,3,0.1034,0.0000,5,0.1724,0.0345,0,0.0000,0.0000,1,0.0345,0.0000,1,0.0345,0.0345,0,0.0000,0.0000,2,0.0690,0.0000,0,0.0000,0.0000,1,0.0345,0.0345,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
183,0.005630,71,0.0533,0.0098,0,0.0000,0.0000,2,0.0645,0.0323,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0645,0.0323,2,0.0645,0.0000,1,0.0323,0.0323,1,0.0323,0.0000,0,0.0000,0.0000,10,0.3226,0.0000,2,0.0645,0.0000,6,0.1935,0.0000,6,0.1935,0.0000,0,0.0000,0.0000,1,0.0323,0.0000,1,0.0323,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0323,0.0000,0,0.0000,0.0000,3,0.0968,0.0645,2,0.0645,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0968,0.0323,0,0.0000,0.0000,4,0.1290,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.0968,0.0323,4,0.1290,0.0000,0,0.0000,0.0000,4,0.1290,0.0645,6,0.1935,0.0645,0,0.0000,0.0000,2,0.0645,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1290,0.0323,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0323,0.0323
62,0.005625,71,0.0486,0.0096,0,0.0000,0.0000,1,0.0294,0.0294,1,0.0294,0.0000,2,0.0588,0.0000,2,0.0588,0.0000,0,0.0000,0.0000,1,0.0294,0.0294,5,0.1471,0.0000,0,0.0000,0.0000,5,0.1471,0.0000,0,0.0000,0.0000,5,0.1471,0.0000,6,0.1765,0.0588,2,0.0588,0.0000,4,0.1176,0.0000,1,0.0294,0.0000,1,0.0294,0.0000,3,0.0882,0.0000,3,0.0882,0.0000,1,0.0294,0.0000,2,0.0588,0.0294,1,0.0294,0.0000,5,0.1471,0.0588,1,0.0294,0.0000,4,0.1176,0.0882,0,0.0000,0.0000,1,0.0294,0.0000,0,0.0000,0.0000,4,0.1176,0.0294,1,0.0294,0.0294,0,0.0000,0.0000,2,0.0588,0.0000,4,0.1176,0.0588,1,0.0294,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0294,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0294,0.0000
70,0.005510,70,0.0525,0.0075,1,0.0323,0.0000,1,0.0323,0.0000,1,0.0323,0.0323,1,0.0323,0.0323,3,0.0968,0.0000,3,0.0968,0.0000,1,0.0323,0.0323,5,0.1613,0.0000,1,0.0323,0.0323,7,0.2258,0.0000,2,0.0645,0.0000,3,0.0968,0.0000,6,0.1935,0.0645,0,0.0000,0.0000,3,0.0968,0.0000,1,0.0323,0.0000,4,0.1290,0.0000,2,0.0645,0.0000,2,0.0645,0.0000,0,0.0000,0.0000,4,0.1290,0.0000,0,0.0000,0.0000,2,0.0645,0.0000,0,0.0000,0.0000,1,0.0323,0.0000,0,0.0000,0.0000,3,0.0968,0.0000,1,0.0323,0.0000,0,0.0000,0.0000,4,0.1290,0.0645,0,0.0000,0.0000,1,0.0323,0.0000,1,0.0323,0.0000,1,0.0323,0.0000,2,0.0645,0.0323,2,0.0645,0.0323,1,0.0323,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
138,0.005475,65,0.0796,0.0073,0,0.0000,0.0000,1,0.0526,0.0526,0,0.0000,0.0000,1,0.0526,0.0000,2,0.1053,0.0000,2,0.1053,0.0000,2,0.1053,0.0526,2,0.1053,0.0000,0,0.0000,0.0000,6,0.3158,0.0000,3,0.1579,0.0000,2,0.1053,0.0000,3,0.1579,0.0000,0,0.0000,0.0000,2,0.1053,0.1053,2,0.1053,0.0000,2,0.1053,0.0000,1,0.0526,0.0000,1,0.0526,0.0526,0,0.0000,0.0000,2,0.1053,0.0526,3,0.1579,0.0000,2,0.1053,0.0000,3,0.1579,0.0000,2,0.1053,0.0000,0,0.0000,0.0000,5,0.2632,0.0000,2,0.1053,0.0000,2,0.1053,0.0000,2,0.1053,0.0000,1,0.0526,0.0000,1,0.0526,0.0000,3,0.1579,0.0000,2,0.1053,0.0000,1,0.0526,0.0000,1,0.0526,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0526,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
148,0.005465,61,0.0546,0.0143,1,0.0385,0.0000,1,0.0385,0.0000,1,0.0385,0.0385,1,0.0385,0.0385,2,0.0769,0.0000,3,0.1154,0.0385,1,0.0385,0.0000,2,0.0769,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,3,0.1154,0.0385,1,0.0385,0.0000,4,0.1538,0.0769,1,0.0385,0.0385,0,0.0000,0.0000,1,0.0385,0.0000,5,0.1923,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,7,0.2692,0.0769,3,0.1154,0.0385,2,0.0769,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,5,0.1923,0.0769,0,0.0000,0.0000,2,0.0769,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,3,0.1154,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0385,0.0385,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
95,0.005340,61,0.0473,0.0116,0,0.0000,0.0000,1,0.0333,0.0333,1,0.0333,0.0333,0,0.0000,0.0000,2,0.0667,0.0000,3,0.1000,0.0000,0,0.0000,0.0000,2,0.0667,0.0000,1,0.0333,0.0333,9,0.3000,0.0667,4,0.1333,0.0667,6,0.2000,0.0000,3,0.1000,0.0667,0,0.0000,0.0000,2,0.0667,0.0000,1,0.0333,0.0333,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,5,0.1667,0.0333,0,0.0000,0.0000,3,0.1000,0.0667,1,0.0333,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,4,0.1333,0.0000,2,0.0667,0.0333,0,0.0000,0.0000,1,0.0333,0.0000,1,0.0333,0.0000,1,0.0333,0.0000,1,0.0333,0.0000,2,0.0667,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0333,0.0333,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
99,0.005260,65,0.0445,0.0116,0,0.0000,0.0000,1,0.0294,0.0294,1,0.0294,0.0000,1,0.0294,0.0294,4,0.1176,0.0000,2,0.0588,0.0000,1,0.0294,0.0294,2,0.0588,0.0000,1,0.0294,0.0000,5,0.1471,0.0588,1,0.0294,0.0000,3,0.0882,0.0000,4,0.1176,0.0000,0,0.0000,0.0000,3,0.0882,0.0000,1,0.0294,0.0000,4,0.1176,0.0882,1,0.0294,0.0000,2,0.0588,0.0000,0,0.0000,0.0000,2,0.0588,0.0588,2,0.0588,0.0000,1,0.0294,0.0294,0,0.0000,0.0000,3,0.0882,0.0000,0,0.0000,0.0000,2,0.0588,0.0294,0,0.0000,0.0000,8,0.2353,0.1176,1,0.0294,0.0294,1,0.0294,0.0000,1,0.0294,0.0000,0,0.0000,0.0000,3,0.0882,0.0000,2,0.0588,0.0000,0,0.0000,0.0000,2,0.0588,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
156,0.005235,48,0.0447,0.0112,1,0.0400,0.0000,1,0.0400,0.0000,1,0.0400,0.0000,3,0.1200,0.0800,2,0.0800,0.0000,0,0.0000,0.0000,2,0.0800,0.0800,2,0.0800,0.0000,0,0.0000,0.0000,5,0.2000,0.0400,4,0.1600,0.0400,2,0.0800,0.0000,4,0.1600,0.0800,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,3,0.1200,0.0000,0,0.0000,0.0000,2,0.0800,0.0400,0,0.0000,0.0000,4,0.1600,0.0800,0,0.0000,0.0000,1,0.0400,0.0000,2,0.0800,0.0400,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,1,0.0400,0.0000,1,0.0400,0.0000,1,0.0400,0.0000,2,0.0800,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
