Node,AggregateDegree,MultiplexDegree,AvgClustering,Deg_L0,Clust_L0,Deg_L1,Clust_L1,Deg_L2,Clust_L2,Deg_L3,Clust_L3,Deg_L4,Clust_L4,Deg_L5,Clust_L5,Deg_L6,Clust_L6,Deg_L7,Clust_L7,Deg_L8,Clust_L8,Deg_L9,Clust_L9,Deg_L10,Clust_L10,Deg_L11,Clust_L11,Deg_L12,Clust_L12,Deg_L13,Clust_L13,Deg_L14,Clust_L14,Deg_L15,Clust_L15,Deg_L16,Clust_L16,Deg_L17,Clust_L17,Deg_L18,Clust_L18,Deg_L19,Clust_L19,Deg_L20,Clust_L20,Deg_L21,Clust_L21,Deg_L22,Clust_L22,Deg_L23,Clust_L23,Deg_L24,Clust_L24,Deg_L25,Clust_L25,Deg_L26,Clust_L26,Deg_L27,Clust_L27,Deg_L28,Clust_L28,Deg_L29,Clust_L29,Deg_L30,Clust_L30,Deg_L31,Clust_L31,Deg_L32,Clust_L32,Deg_L33,Clust_L33,Deg_L34,Clust_L34,Deg_L35,Clust_L35,Deg_L36,Clust_L36,Deg_L37,Clust_L37,Deg_L38,Clust_L38,Deg_L39,Clust_L39,Deg_L40,Clust_L40,Deg_L41,Clust_L41,Deg_L42,Clust_L42
82,60,29,0.033333,1,0.000000,1,0.000000,1,0.000000,1,0.000000,3,0.000000,2,0.000000,1,0.000000,3,0.000000,0,0.000000,5,0.400000,1,0.000000,2,0.000000,5,0.200000,0,0.000000,1,0.000000,2,0.000000,2,0.000000,1,0.000000,2,0.000000,0,0.000000,4,0.166667,2,0.000000,2,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,4,0.333333,3,0.333333,0,0.000000,2,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
83,41,24,0.023256,1,0.000000,1,0.000000,3,0.000000,2,0.000000,3,0.666667,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,0.000000,2,0.000000,1,0.000000,4,0.166667,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,4,0.166667,1,0.000000,2,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
84,106,33,0.199301,1,0.000000,4,0.333333,3,0.000000,10,0.000000,3,0.666667,1,0.000000,0,0.000000,3,0.666667,2,1.000000,4,0.000000,0,0.000000,5,0.300000,7,0.238095,1,0.000000,6,0.000000,2,1.000000,3,0.333333,2,0.000000,2,0.000000,1,0.000000,6,0.066667,2,1.000000,14,0.131868,3,0.666667,3,0.333333,1,0.000000,4,0.166667,0,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,3,0.666667,2,1.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
85,48,24,0.106977,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,1.000000,2,0.000000,2,1.000000,2,0.000000,0,0.000000,4,0.000000,1,0.000000,2,1.000000,1,0.000000,3,0.000000,1,0.000000,0,0.000000,5,0.100000,2,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,4,1.000000,4,0.500000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
86,24,15,0.077519,1,0.000000,2,1.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,4,0.000000,0,0.000000,0,0.000000,3,0.333333,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,1.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
87,80,26,0.046992,1,0.000000,1,0.000000,1,0.000000,8,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.000000,0,0.000000,4,0.166667,1,0.000000,10,0.244444,7,0.238095,4,0.000000,10,0.133333,1,0.000000,2,1.000000,1,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,7,0.238095,0,0.000000,1,0.000000,0,0.000000,3,0.000000,3,0.000000,0,0.000000,3,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
88,79,27,0.107346,0,0.000000,1,0.000000,0,0.000000,1,0.000000,5,0.600000,4,0.333333,1,0.000000,3,0.666667,2,0.000000,3,0.000000,0,0.000000,4,0.333333,6,0.066667,1,0.000000,4,0.500000,3,0.333333,0,0.000000,1,0.000000,2,0.000000,0,0.000000,3,0.000000,3,0.333333,3,0.333333,3,0.000000,8,0.071429,0,0.000000,10,0.044444,0,0.000000,0,0.000000,2,1.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
89,124,28,0.069365,1,0.000000,1,0.000000,1,0.000000,1,0.000000,4,0.666667,5,0.600000,1,0.000000,2,0.000000,1,0.000000,17,0.139706,14,0.131868,8,0.071429,10,0.111111,0,0.000000,4,0.166667,10,0.133333,5,0.600000,0,0.000000,1,0.000000,0,0.000000,7,0.095238,2,0.000000,4,0.166667,0,0.000000,0,0.000000,0,0.000000,8,0.000000,5,0.100000,2,0.000000,3,0.000000,1,0.000000,2,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
90,50,22,0.052049,0,0.000000,1,0.000000,2,0.000000,4,0.000000,0,0.000000,0,0.000000,1,0.000000,5,0.500000,0,0.000000,8,0.071429,2,0.000000,1,0.000000,0,0.000000,4,0.000000,3,0.333333,0,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.333333,0,0.000000,1,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
91,35,21,0.046512,0,0.000000,1,0.000000,3,0.000000,2,0.000000,2,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,2,1.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.333333,0,0.000000,1,0.000000,0,0.000000,4,0.666667,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
92,212,34,0.108470,0,0.000000,1,0.000000,2,0.000000,2,0.000000,2,1.000000,2,0.000000,1,0.000000,5,0.500000,0,0.000000,5,0.000000,1,0.000000,19,0.157895,5,0.400000,8,0.071429,15,0.104762,1,0.000000,10,0.133333,10,0.022222,11,0.163636,2,1.000000,9,0.055556,3,0.000000,14,0.098901,4,0.166667,4,0.000000,2,0.000000,7,0.000000,0,0.000000,11,0.309091,1,0.000000,1,0.000000,5,0.000000,1,0.000000,20,0.084211,4,0.333333,4,0.000000,20,0.063158,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
93,66,28,0.060465,0,0.000000,1,0.000000,1,0.000000,2,0.000000,3,0.000000,0,0.000000,1,0.000000,4,0.500000,0,0.000000,4,0.000000,1,0.000000,6,0.133333,2,0.000000,2,0.000000,4,0.166667,0,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,3,0.000000,2,0.000000,2,1.000000,4,0.166667,1,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.333333,0,0.000000,1,0.000000,0,0.000000,2,0.000000,5,0.300000,0,0.000000,3,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
94,47,24,0.093023,1,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.000000,0,0.000000,3,0.000000,0,0.000000,5,0.500000,4,0.166667,2,0.000000,4,0.333333,0,0.000000,0,0.000000,1,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,3,1.000000,0,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,1.000000,1,0.000000,1,0.000000,2,1.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
95,61,27,0.074677,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,1.000000,3,0.000000,0,0.000000,2,0.000000,1,0.000000,9,0.277778,4,0.833333,6,0.000000,3,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,5,0.100000,0,0.000000,3,0.000000,1,0.000000,0,0.000000,1,0.000000,4,0.000000,2,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,2,1.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
96,44,24,0.019380,1,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,2,0.000000,1,0.000000,2,0.000000,2,0.000000,4,0.166667,3,0.000000,3,0.333333,4,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,3,0.333333,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
97,44,22,0.050388,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,4,0.500000,3,0.333333,1,0.000000,4,0.000000,0,0.000000,0,0.000000,2,0.000000,3,0.333333,1,0.000000,4,0.000000,0,0.000000,2,1.000000,1,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,3,0.000000,2,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
98,94,28,0.105980,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,2,0.000000,2,0.000000,4,0.333333,1,0.000000,3,0.000000,1,0.000000,8,0.178571,8,0.107143,1,0.000000,3,0.333333,1,0.000000,6,0.466667,1,0.000000,2,0.000000,0,0.000000,4,0.166667,0,0.000000,6,0.400000,6,0.400000,6,0.400000,1,0.000000,2,0.000000,1,0.000000,8,0.571429,0,0.000000,3,0.000000,2,0.000000,0,0.000000,4,1.000000,0,0.000000,0,0.000000,5,0.200000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
99,65,29,0.082226,0,0.000000,1,0.000000,1,0.000000,1,0.000000,4,0.166667,2,0.000000,1,0.000000,2,0.000000,1,0.000000,5,0.000000,1,0.000000,3,0.333333,4,0.166667,0,0.000000,3,0.000000,1,0.000000,4,0.000000,1,0.000000,2,0.000000,0,0.000000,2,0.000000,2,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,2,1.000000,0,0.000000,8,0.535714,1,0.000000,1,0.000000,1,0.000000,0,0.000000,3,0.333333,2,0.000000,0,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
100,128,31,0.175355,1,0.000000,2,1.000000,0,0.000000,0,0.000000,4,0.666667,0,0.000000,3,0.000000,2,0.000000,2,0.000000,3,0.000000,0,0.000000,11,0.254545,8,0.071429,5,0.100000,9,0.166667,0,0.000000,3,0.333333,4,0.333333,10,0.066667,2,1.000000,3,0.333333,0,0.000000,8,0.285714,6,0.266667,3,0.333333,3,0.333333,3,0.000000,1,0.000000,7,0.428571,3,0.000000,1,0.000000,3,0.333333,1,0.000000,6,0.533333,5,0.200000,2,0.000000,4,0.500000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
101,123,33,0.215116,2,0.000000,3,1.000000,2,0.000000,6,0.000000,4,0.666667,0,0.000000,2,0.000000,3,0.000000,1,0.000000,5,0.000000,2,0.000000,7,0.380952,8,0.178571,2,1.000000,6,0.266667,0,0.000000,3,0.000000,3,0.333333,6,0.133333,2,0.000000,4,0.166667,0,0.000000,4,0.833333,4,0.666667,7,0.285714,3,0.333333,5,0.100000,1,0.000000,7,0.571429,4,0.500000,1,0.000000,2,0.000000,0,0.000000,6,0.533333,2,1.000000,1,0.000000,5,0.300000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
102,250,34,0.123266,1,0.000000,1,0.000000,2,0.000000,7,0.000000,1,0.000000,0,0.000000,1,0.000000,5,0.500000,0,0.000000,4,0.500000,3,0.000000,27,0.105413,14,0.076923,7,0.095238,23,0.031621,2,0.000000,1,0.000000,6,0.266667,10,0.155556,2,1.000000,5,0.100000,6,0.000000,17,0.117647,8,0.142857,7,0.285714,4,0.166667,7,0.047619,0,0.000000,13,0.346154,3,1.000000,2,0.000000,7,0.047619,4,0.000000,19,0.128655,8,0.107143,3,0.000000,20,0.078947,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
103,92,27,0.147609,1,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.000000,3,0.000000,4,0.000000,1,0.000000,7,0.238095,5,0.100000,0,0.000000,11,0.000000,0,0.000000,0,0.000000,3,0.666667,3,0.666667,1,0.000000,3,0.000000,0,0.000000,6,0.266667,3,0.666667,3,1.000000,1,0.000000,2,0.000000,1,0.000000,12,0.409091,3,1.000000,2,0.000000,4,0.166667,0,0.000000,4,0.500000,0,0.000000,0,0.000000,3,0.666667,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
104,85,23,0.034813,0,0.000000,0,0.000000,1,0.000000,2,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,7,0.000000,6,0.133333,2,0.000000,11,0.090909,3,0.000000,2,0.000000,11,0.072727,0,0.000000,0,0.000000,6,0.133333,0,0.000000,0,0.000000,6,0.066667,0,0.000000,0,0.000000,4,0.166667,1,0.000000,0,0.000000,4,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,3,0.666667,1,0.000000,1,0.000000,4,0.166667,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
105,10,8,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000
106,18,14,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000
107,56,27,0.078073,0,0.000000,1,0.000000,2,0.000000,1,0.000000,3,0.666667,1,0.000000,2,1.000000,2,0.000000,0,0.000000,7,0.190476,3,0.666667,3,0.000000,4,0.333333,0,0.000000,3,0.000000,0,0.000000,1,0.000000,3,0.000000,4,0.500000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000
108,90,32,0.104873,3,0.333333,3,0.333333,2,0.000000,3,0.000000,3,0.000000,0,0.000000,1,0.000000,3,0.000000,2,0.000000,3,0.000000,3,0.000000,4,0.166667,4,0.500000,2,0.000000,5,0.000000,1,0.000000,2,0.000000,0,0.000000,4,0.333333,0,0.000000,1,0.000000,1,0.000000,7,0.190476,2,0.000000,0,0.000000,1,0.000000,1,0.000000,2,1.000000,8,0.285714,5,0.200000,1,0.000000,2,0.000000,4,0.166667,3,0.666667,0,0.000000,1,0.000000,3,0.333333,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
109,96,30,0.045681,1,0.000000,1,0.000000,3,0.666667,3,0.000000,3,0.000000,2,0.000000,3,0.000000,4,0.500000,1,0.000000,7,0.190476,2,0.000000,3,0.000000,4,0.000000,0,0.000000,5,0.100000,2,0.000000,6,0.000000,0,0.000000,3,0.000000,0,0.000000,8,0.107143,5,0.000000,2,0.000000,3,0.000000,0,0.000000,0,0.000000,6,0.066667,0,0.000000,4,0.333333,3,0.000000,0,0.000000,4,0.000000,1,0.000000,2,0.000000,1,0.000000,0,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
110,51,22,0.062348,0,0.000000,3,0.666667,0,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,5,0.200000,7,0.047619,2,1.000000,5,0.100000,0,0.000000,0,0.000000,0,0.000000,3,0.333333,0,0.000000,0,0.000000,0,0.000000,3,0.000000,2,0.000000,2,0.000000,1,0.000000,1,0.000000,0,0.000000,3,0.333333,3,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
111,44,23,0.112403,0,0.000000,1,0.000000,1,0.000000,1,0.000000,3,0.666667,0,0.000000,1,0.000000,4,0.500000,1,0.000000,3,0.000000,0,0.000000,3,1.000000,0,0.000000,1,0.000000,4,0.333333,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,3,0.333333,2,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,3,1.000000,0,0.000000,0,0.000000,3,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
112,121,31,0.061886,0,0.000000,1,0.000000,2,0.000000,5,0.000000,3,0.666667,6,0.066667,1,0.000000,4,0.333333,3,0.000000,6,0.000000,5,0.100000,6,0.266667,7,0.047619,2,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,6,0.133333,0,0.000000,5,0.000000,3,0.333333,4,0.333333,1,0.000000,8,0.035714,0,0.000000,6,0.066667,3,0.000000,4,0.166667,2,0.000000,3,0.000000,3,0.000000,2,0.000000,10,0.111111,0,0.000000,3,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
113,69,25,0.077590,2,0.000000,2,1.000000,3,0.000000,0,0.000000,3,0.666667,11,0.036364,0,0.000000,2,0.000000,0,0.000000,2,0.000000,2,0.000000,1,0.000000,3,0.000000,0,0.000000,3,0.333333,1,0.000000,5,0.600000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,4,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,4,0.166667,3,0.333333,0,0.000000,0,0.000000,5,0.200000,3,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000
114,7,7,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
115,22,11,0.029457,0,0.000000,2,1.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,5,0.100000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,4,0.166667,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
116,108,31,0.084699,3,0.000000,4,0.333333,2,1.000000,2,0.000000,2,0.000000,4,0.000000,0,0.000000,6,0.333333,8,0.000000,9,0.027778,3,0.333333,0,0.000000,15,0.047619,0,0.000000,1,0.000000,2,1.000000,2,0.000000,1,0.000000,1,0.000000,0,0.000000,3,0.333333,1,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,4,0.000000,5,0.100000,1,0.000000,4,0.000000,6,0.133333,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,2,0.000000,4,0.000000,0,0.000000,5,0.000000
117,63,26,0.031783,0,0.000000,1,0.000000,0,0.000000,5,0.300000,5,0.400000,4,0.000000,0,0.000000,0,0.000000,2,0.000000,4,0.166667,0,0.000000,2,0.000000,4,0.000000,0,0.000000,2,0.000000,1,0.000000,4,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,4,0.333333,0,0.000000,4,0.166667,4,0.000000,1,0.000000,3,0.000000,1,0.000000,1,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
118,30,17,0.023256,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,3,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,1,0.000000,3,0.333333,0,0.000000,3,0.666667,0,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
119,80,19,0.007831,0,0.000000,1,0.000000,1,0.000000,4,0.333333,2,0.000000,1,0.000000,49,0.003401,3,0.000000,2,0.000000,2,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
120,48,21,0.015504,0,0.000000,1,0.000000,2,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,7,0.000000,0,0.000000,2,0.000000,3,0.000000,1,0.000000,1,0.000000,4,0.000000,0,0.000000,4,0.000000,4,0.000000,1,0.000000,1,0.000000,5,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,3,0.666667,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
121,89,30,0.027187,1,0.000000,1,0.000000,3,0.000000,3,0.000000,1,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,8,0.000000,8,0.035714,2,0.000000,5,0.000000,1,0.000000,5,0.100000,2,0.000000,6,0.000000,0,0.000000,2,0.000000,0,0.000000,3,0.333333,2,0.000000,3,0.000000,0,0.000000,5,0.200000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,1,0.000000,3,0.000000,3,0.333333,0,0.000000,4,0.000000,4,0.000000,0,0.000000,4,0.166667,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
122,65,28,0.037984,1,0.000000,1,0.000000,2,0.000000,0,0.000000,2,0.000000,4,0.333333,0,0.000000,2,0.000000,0,0.000000,4,0.000000,4,0.166667,2,0.000000,6,0.133333,0,0.000000,4,0.000000,1,0.000000,2,1.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,3,0.000000,3,0.000000,0,0.000000,3,0.000000,3,0.000000,0,0.000000,1,0.000000,7,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
123,74,32,0.047730,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,3,0.666667,0,0.000000,2,0.000000,0,0.000000,7,0.142857,2,1.000000,2,0.000000,7,0.142857,1,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,5,0.000000,4,0.000000,5,0.100000,2,0.000000,4,0.000000,1,0.000000,4,0.000000,2,0.000000,1,0.000000,2,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,3,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
