Node,AggregateDegree,MultiplexDegree,AvgClustering,Deg_L0,Clust_L0,Deg_L1,Clust_L1,Deg_L2,Clust_L2,Deg_L3,Clust_L3,Deg_L4,Clust_L4,Deg_L5,Clust_L5,Deg_L6,Clust_L6,Deg_L7,Clust_L7,Deg_L8,Clust_L8,Deg_L9,Clust_L9,Deg_L10,Clust_L10,Deg_L11,Clust_L11,Deg_L12,Clust_L12,Deg_L13,Clust_L13,Deg_L14,Clust_L14,Deg_L15,Clust_L15,Deg_L16,Clust_L16,Deg_L17,Clust_L17,Deg_L18,Clust_L18,Deg_L19,Clust_L19,Deg_L20,Clust_L20,Deg_L21,Clust_L21,Deg_L22,Clust_L22,Deg_L23,Clust_L23,Deg_L24,Clust_L24,Deg_L25,Clust_L25,Deg_L26,Clust_L26,Deg_L27,Clust_L27,Deg_L28,Clust_L28,Deg_L29,Clust_L29,Deg_L30,Clust_L30,Deg_L31,Clust_L31,Deg_L32,Clust_L32,Deg_L33,Clust_L33,Deg_L34,Clust_L34,Deg_L35,Clust_L35,Deg_L36,Clust_L36,Deg_L37,Clust_L37,Deg_L38,Clust_L38,Deg_L39,Clust_L39,Deg_L40,Clust_L40,Deg_L41,Clust_L41,Deg_L42,Clust_L42
40,9,8,0.023256,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
41,158,30,0.106233,1,0.000000,2,0.000000,1,0.000000,9,0.000000,1,0.000000,0,0.000000,2,0.000000,4,0.000000,1,0.000000,3,0.000000,1,0.000000,17,0.147059,10,0.177778,6,0.066667,11,0.054545,1,0.000000,0,0.000000,4,0.166667,7,0.142857,2,0.000000,3,0.666667,0,0.000000,9,0.222222,9,0.111111,8,0.214286,2,0.000000,1,0.000000,0,0.000000,2,1.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,19,0.134503,5,0.300000,4,0.000000,11,0.163636,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
42,44,17,0.046124,0,0.000000,0,0.000000,0,0.000000,1,0.000000,2,0.000000,2,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.000000,0,0.000000,8,0.250000,3,0.000000,0,0.000000,5,0.400000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,2,0.000000,2,0.000000,3,0.333333,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.666667,0,0.000000,0,0.000000,3,0.333333,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
43,53,23,0.071318,2,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,2,0.000000,3,0.000000,0,0.000000,1,0.000000,2,1.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,4,0.000000,2,0.000000,2,0.000000,5,0.200000,0,0.000000,4,0.500000,4,0.166667,5,0.200000,1,0.000000,2,1.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000
44,23,14,0.023256,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,2,1.000000,0,0.000000,1,0.000000,3,0.000000,0,0.000000,2,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
45,14,10,0.015504,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.666667,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
46,34,19,0.054264,0,0.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,1,0.000000,3,0.333333,1,0.000000,1,0.000000,3,0.000000,0,0.000000,2,1.000000,1,0.000000,1,0.000000,2,1.000000,0,0.000000,0,0.000000,3,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
47,10,9,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
48,61,23,0.046585,1,0.000000,1,0.000000,0,0.000000,3,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.000000,0,0.000000,3,0.000000,0,0.000000,9,0.388889,5,0.400000,3,0.333333,7,0.047619,0,0.000000,1,0.000000,2,0.000000,4,0.166667,0,0.000000,0,0.000000,0,0.000000,3,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.333333,2,0.000000,0,0.000000,3,0.333333,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
49,38,18,0.046512,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,3,0.000000,0,0.000000,1,0.000000,3,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,7,0.238095,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,7,0.095238,2,1.000000,0,0.000000,0,0.000000,0,0.000000,3,0.666667,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
50,18,12,0.031008,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.333333,0,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
51,15,13,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
52,99,27,0.070155,0,0.000000,1,0.000000,2,0.000000,3,0.333333,0,0.000000,3,0.000000,2,0.000000,4,0.500000,0,0.000000,9,0.138889,4,0.166667,9,0.027778,16,0.050000,0,0.000000,5,0.200000,1,0.000000,5,0.000000,2,0.000000,3,0.333333,1,0.000000,5,0.100000,0,0.000000,4,0.166667,0,0.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,2,1.000000,8,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
53,44,25,0.081395,0,0.000000,1,0.000000,0,0.000000,2,0.000000,4,0.666667,1,0.000000,1,0.000000,3,0.666667,1,0.000000,3,0.000000,0,0.000000,4,0.166667,1,0.000000,1,0.000000,2,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,1.000000,1,0.000000,2,1.000000,0,0.000000,3,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
54,133,33,0.088944,1,0.000000,1,0.000000,1,0.000000,2,0.000000,3,0.333333,3,0.000000,3,0.333333,4,0.500000,1,0.000000,8,0.071429,4,0.166667,8,0.071429,10,0.155556,1,0.000000,7,0.047619,0,0.000000,3,0.333333,1,0.000000,7,0.095238,1,0.000000,14,0.000000,0,0.000000,4,0.500000,0,0.000000,3,0.000000,0,0.000000,9,0.083333,3,0.000000,7,0.333333,6,0.066667,6,0.066667,2,0.000000,1,0.000000,3,0.666667,3,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
55,50,24,0.046512,1,0.000000,1,0.000000,0,0.000000,0,0.000000,3,0.333333,1,0.000000,0,0.000000,3,0.666667,2,0.000000,3,0.000000,1,0.000000,4,0.000000,2,1.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,2,0.000000,4,0.000000,0,0.000000,4,0.000000,1,0.000000,2,0.000000,1,0.000000,5,0.000000,0,0.000000,3,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
56,80,28,0.129457,1,0.000000,3,1.000000,0,0.000000,3,0.000000,4,0.333333,0,0.000000,1,0.000000,5,0.500000,0,0.000000,4,0.666667,2,1.000000,4,0.000000,5,0.000000,2,0.000000,3,0.000000,4,0.166667,3,0.000000,1,0.000000,4,0.000000,0,0.000000,1,0.000000,4,0.166667,6,0.200000,0,0.000000,3,0.000000,1,0.000000,6,0.200000,2,1.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,3,0.333333,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
57,38,19,0.065891,0,0.000000,0,0.000000,3,0.333333,2,0.000000,2,0.000000,0,0.000000,1,0.000000,2,0.000000,1,0.000000,2,1.000000,0,0.000000,2,0.000000,5,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,2,1.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,5,0.500000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
58,55,26,0.033333,0,0.000000,3,0.333333,2,0.000000,1,0.000000,2,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,3,0.000000,3,0.000000,1,0.000000,3,0.000000,1,0.000000,2,0.000000,1,0.000000,0,0.000000,1,0.000000,4,0.000000,0,0.000000,5,0.100000,2,0.000000,1,0.000000,1,0.000000,3,0.000000,0,0.000000,4,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,2,1.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
59,115,29,0.117227,0,0.000000,1,0.000000,1,0.000000,4,0.000000,3,0.666667,3,0.666667,0,0.000000,5,0.500000,0,0.000000,2,0.000000,0,0.000000,7,0.619048,6,0.133333,3,0.333333,5,0.100000,1,0.000000,3,0.000000,3,0.000000,12,0.060606,0,0.000000,2,0.000000,1,0.000000,6,0.200000,5,0.000000,9,0.027778,0,0.000000,6,0.066667,2,0.000000,3,0.333333,4,0.000000,0,0.000000,2,0.000000,0,0.000000,4,0.666667,6,0.000000,2,0.000000,4,0.666667,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
60,72,27,0.153599,0,0.000000,1,0.000000,2,1.000000,3,0.000000,2,0.000000,0,0.000000,2,0.000000,5,0.500000,1,0.000000,6,0.400000,0,0.000000,7,0.571429,1,0.000000,5,0.200000,2,1.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,3,0.666667,1,0.000000,2,0.000000,0,0.000000,5,0.100000,0,0.000000,4,0.500000,3,0.000000,2,0.000000,2,0.000000,0,0.000000,3,0.666667,1,0.000000,1,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
61,41,18,0.027132,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,2,0.000000,2,1.000000,2,0.000000,5,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,6,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,4,0.166667,3,0.000000,1,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
62,71,29,0.050388,0,0.000000,1,0.000000,1,0.000000,2,0.000000,2,0.000000,0,0.000000,1,0.000000,5,0.500000,0,0.000000,5,0.100000,0,0.000000,5,0.500000,6,0.000000,2,0.000000,4,0.166667,1,0.000000,1,0.000000,3,0.000000,3,0.000000,1,0.000000,2,0.000000,1,0.000000,5,0.400000,1,0.000000,4,0.000000,0,0.000000,1,0.000000,0,0.000000,4,0.333333,1,0.000000,0,0.000000,2,0.000000,4,0.166667,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000
63,49,24,0.021071,1,0.000000,1,0.000000,1,0.000000,2,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,0.000000,3,0.333333,4,0.166667,2,0.000000,1,0.000000,11,0.072727,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.333333,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
64,20,12,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,3,0.000000,1,0.000000,3,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,4,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000
65,52,22,0.017054,0,0.000000,1,0.000000,2,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,6,0.066667,2,0.000000,6,0.000000,1,0.000000,0,0.000000,4,0.000000,0,0.000000,1,0.000000,2,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,2,0.000000,3,0.333333,0,0.000000,2,0.000000,0,0.000000,0,0.000000,3,0.333333,0,0.000000,3,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
66,54,22,0.081395,1,0.000000,3,1.000000,2,0.000000,1,0.000000,3,0.666667,2,0.000000,1,0.000000,5,0.500000,0,0.000000,3,0.000000,1,0.000000,8,0.000000,2,0.000000,0,0.000000,6,0.000000,1,0.000000,0,0.000000,2,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,2,1.000000,0,0.000000,3,0.333333,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
67,76,25,0.107143,0,0.000000,1,0.000000,1,0.000000,0,0.000000,3,0.666667,4,0.333333,0,0.000000,0,0.000000,0,0.000000,3,0.000000,3,0.666667,6,0.000000,5,0.000000,0,0.000000,4,0.000000,4,0.333333,1,0.000000,0,0.000000,3,0.000000,0,0.000000,1,0.000000,5,0.300000,5,0.200000,1,0.000000,3,0.000000,0,0.000000,8,0.107143,2,1.000000,3,0.000000,5,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,2,1.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
68,60,27,0.081672,1,0.000000,2,0.000000,0,0.000000,1,0.000000,2,1.000000,2,0.000000,2,0.000000,0,0.000000,0,0.000000,8,0.178571,1,0.000000,6,0.133333,3,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,2,1.000000,5,0.200000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,2,0.000000,1,0.000000,4,0.000000,0,0.000000,0,0.000000,2,0.000000,2,0.000000,1,0.000000,0,0.000000,2,1.000000,2,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
69,38,20,0.025581,0,0.000000,1,0.000000,0,0.000000,1,0.000000,3,0.666667,1,0.000000,1,0.000000,2,0.000000,0,0.000000,4,0.000000,3,0.333333,2,0.000000,1,0.000000,0,0.000000,4,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,5,0.100000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
70,70,30,0.111849,1,0.000000,1,0.000000,1,0.000000,1,0.000000,3,0.666667,3,0.666667,1,0.000000,5,0.500000,1,0.000000,7,0.142857,2,0.000000,3,1.000000,6,0.000000,0,0.000000,3,0.333333,1,0.000000,4,1.000000,2,0.000000,2,0.000000,0,0.000000,4,0.166667,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.333333,1,0.000000,0,0.000000,4,0.000000,0,0.000000,1,0.000000,1,0.000000,1,0.000000,2,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
71,43,23,0.065891,1,0.000000,3,0.666667,0,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,2,1.000000,0,0.000000,1,0.000000,7,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,1,0.000000,1,0.000000,0,0.000000,2,1.000000,1,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,4,0.166667,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
72,39,22,0.007752,0,0.000000,1,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,4,0.166667,4,0.166667,2,0.000000,2,0.000000,1,0.000000,1,0.000000,1,0.000000,4,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
73,53,22,0.110078,2,0.000000,2,1.000000,1,0.000000,0,0.000000,2,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,6,0.066667,2,0.000000,2,1.000000,6,0.000000,0,0.000000,0,0.000000,2,1.000000,2,1.000000,0,0.000000,1,0.000000,0,0.000000,4,0.000000,3,0.333333,1,0.000000,0,0.000000,3,0.000000,0,0.000000,3,0.000000,3,0.333333,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
74,16,13,0.023256,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,1,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
75,43,19,0.073643,2,0.000000,2,1.000000,0,0.000000,0,0.000000,3,0.666667,1,0.000000,2,1.000000,2,0.000000,0,0.000000,3,0.000000,4,0.166667,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4,0.333333,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,3,0.000000,3,0.000000,6,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
76,34,15,0.047287,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,5,0.500000,0,0.000000,4,0.000000,0,0.000000,3,0.333333,3,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,2,0.000000,6,0.200000,0,0.000000,0,0.000000,0,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
77,93,34,0.058140,1,0.000000,5,0.300000,0,0.000000,1,0.000000,6,0.600000,4,0.333333,1,0.000000,2,0.000000,2,0.000000,6,0.266667,6,0.200000,6,0.066667,4,0.333333,1,0.000000,2,0.000000,0,0.000000,3,0.333333,1,0.000000,3,0.000000,1,0.000000,4,0.000000,1,0.000000,2,0.000000,1,0.000000,2,0.000000,0,0.000000,6,0.066667,1,0.000000,6,0.000000,1,0.000000,2,0.000000,5,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
78,49,20,0.062016,0,0.000000,1,0.000000,0,0.000000,1,0.000000,2,0.000000,0,0.000000,3,0.666667,2,0.000000,0,0.000000,5,0.600000,4,0.333333,1,0.000000,6,0.066667,0,0.000000,4,0.333333,0,0.000000,1,0.000000,0,0.000000,2,0.000000,0,0.000000,4,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,3,0.666667,1,0.000000,0,0.000000,4,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
79,15,12,0.046512,0,0.000000,2,1.000000,2,1.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
80,22,18,0.023256,0,0.000000,1,0.000000,1,0.000000,1,0.000000,2,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,1.000000,1,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,2,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,1,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000
81,40,22,0.062016,1,0.000000,1,0.000000,2,0.000000,3,0.000000,2,0.000000,0,0.000000,0,0.000000,3,0.000000,0,0.000000,3,0.333333,3,0.000000,1,0.000000,2,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,2,1.000000,2,1.000000,0,0.000000,3,0.333333,1,0.000000,3,0.000000,0,0.000000,1,0.000000,0,0.000000,2,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
